dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path
imdb,0,pure_logits,greedy_unique_5_baseline,5,5,0.12724649906158447,,,,0.10372376441955566,0.0,llm_experiments_data/arrays/mini_imdb_0_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_50_baseline,50,21,0.12414136528968811,,,,1.2754621505737305,0.0,llm_experiments_data/arrays/mini_imdb_0_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_50_temp_baseline,50,21,0.12408017367124557,1.0163265306122449,,,1.2754621505737305,0.009624719619750977,llm_experiments_data/arrays/mini_imdb_0_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.12681423127651215,0.9612244897959183,,,0.10372376441955566,0.006111621856689453,llm_experiments_data/arrays/mini_imdb_0_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_unique_5_post_calib,5,5,0.12639792263507843,1.0701541024573094,0.9062890462307371,1,0.10372376441955566,1.8926172256469727,llm_experiments_data/arrays/mini_imdb_0_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,0,pure_logits,greedy_50_post_calib,50,21,0.12417357414960861,0.9886880466472303,0.9995835068721366,1,1.2754621505737305,10.358843088150024,llm_experiments_data/arrays/mini_imdb_0_pure_logits_greedy_50_post_calib_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_baseline,5,5,0.1270262897014618,,,,0.07760477066040039,0.0,llm_experiments_data/arrays/mini_imdb_1_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_50_baseline,50,22,0.12418968975543976,,,,1.3637478351593018,0.0,llm_experiments_data/arrays/mini_imdb_1_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_50_temp_baseline,50,22,0.12417270243167877,1.0163265306122449,,,1.3637478351593018,0.008582830429077148,llm_experiments_data/arrays/mini_imdb_1_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_temp_baseline,5,5,0.126593217253685,0.9612244897959183,,,0.07760477066040039,0.005579710006713867,llm_experiments_data/arrays/mini_imdb_1_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_post_calib,5,5,0.12628622353076935,1.3124531445231153,0.7730112453144523,1,0.07760477066040039,2.30812668800354,llm_experiments_data/arrays/mini_imdb_1_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,1,pure_logits,greedy_50_post_calib,50,22,0.1241556704044342,0.9651478550603916,1.0162432319866723,1,1.3637478351593018,8.986248970031738,llm_experiments_data/arrays/mini_imdb_1_pure_logits_greedy_50_post_calib_2025-09-14.npz
