dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_5_post_calib,5,5,0.5115422606468201,1.4274052478134114,0.694710537276135,1,0.10847735404968262,2.8063039779663086,llm_experiments_data/arrays/mini_mteb_tweet_sentiment_extraction_4_pure_logits_greedy_5_post_calib_2025-09-23.npz
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_50_post_calib,50,26,0.48808932304382324,1.1117367763431902,0.9579341940857976,1,0.10847735404968262,11.128421306610107,llm_experiments_data/arrays/mini_mteb_tweet_sentiment_extraction_4_pure_logits_greedy_50_post_calib_2025-09-23.npz
ag_news,0,pure_logits,greedy_5_baseline,5,5,0.23191726207733154,,,,1.3896069526672363,0.0,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_5_baseline_2025-09-23.npz
ag_news,0,pure_logits,greedy_50_baseline,50,29,0.1978360414505005,,,,1.3896069526672363,0.0,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_50_baseline_2025-09-23.npz
ag_news,0,pure_logits,greedy_50_temp_pool_then_calibrate,50,29,0.1976282000541687,1.0163265306122449,,,1.3896069526672363,0.0238039493560791,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz
ag_news,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.20546215772628784,1.4571428571428573,,,1.3896069526672363,0.023405790328979492,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz
ag_news,0,pure_logits,greedy_50_temp_calibrate_then_pool,50,29,0.19370368123054504,2.0716867971678465,0.0,1,1.3896069526672363,29.946529626846313,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz
ag_news,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.19948403537273407,1.8503790087463559,0.0,1,1.3896069526672363,5.825762510299683,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz
ag_news,0,pure_logits,greedy_5_post_calib,5,5,0.1978672444820404,1.7255810079133695,0.6247396917950854,1,1.3896069526672363,10.500242233276367,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_5_post_calib_2025-09-23.npz
ag_news,0,pure_logits,greedy_50_post_calib,50,29,0.1908816695213318,1.6505122865472721,0.7330279050395669,1,1.3896069526672363,59.750664710998535,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_50_post_calib_2025-09-23.npz
ag_news,1,pure_logits,greedy_5_baseline,5,5,0.2355262190103531,,,,0.3481173515319824,0.0,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_5_baseline_2025-09-23.npz
ag_news,1,pure_logits,greedy_50_baseline,50,28,0.2012188732624054,,,,0.3481173515319824,0.0,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_50_baseline_2025-09-23.npz
ag_news,1,pure_logits,greedy_50_temp_pool_then_calibrate,50,28,0.2009114772081375,1.0163265306122449,,,0.3481173515319824,0.024233102798461914,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz
ag_news,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.20716315507888794,1.5122448979591838,,,0.3481173515319824,0.027245521545410156,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz
ag_news,1,pure_logits,greedy_50_temp_calibrate_then_pool,50,28,0.19673407077789307,2.054843815077051,0.0,1,0.3481173515319824,31.26529026031494,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz
ag_news,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.19889049232006073,1.983573511037068,0.0,1,0.3481173515319824,5.290672302246094,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz
ag_news,1,pure_logits,greedy_5_post_calib,5,5,0.19771838188171387,1.8096459808413161,0.599750104123282,1,0.3481173515319824,11.55877423286438,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_5_post_calib_2025-09-23.npz
ag_news,1,pure_logits,greedy_50_post_calib,50,28,0.1933009922504425,1.6377176176593087,0.7396917950853812,1,0.3481173515319824,69.50298070907593,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_50_post_calib_2025-09-23.npz
ag_news,2,pure_logits,greedy_5_baseline,5,5,0.23384779691696167,,,,0.37682008743286133,0.0,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_5_baseline_2025-09-23.npz
ag_news,2,pure_logits,greedy_50_baseline,50,29,0.19820082187652588,,,,0.37682008743286133,0.0,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_50_baseline_2025-09-23.npz
ag_news,2,pure_logits,greedy_50_temp_pool_then_calibrate,50,29,0.19803330302238464,1.0163265306122449,,,0.37682008743286133,0.02405524253845215,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz
ag_news,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.20799262821674347,1.4571428571428573,,,0.37682008743286133,0.02393817901611328,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz
ag_news,2,pure_logits,greedy_50_temp_calibrate_then_pool,50,29,0.19625793397426605,2.054843815077051,0.0,1,0.37682008743286133,33.53269600868225,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz
ag_news,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.2011060267686844,1.8096459808413161,0.0,1,0.37682008743286133,18.499440908432007,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz
ag_news,2,pure_logits,greedy_5_post_calib,5,5,0.20028741657733917,1.7255810079133695,0.534777176176593,1,0.37682008743286133,12.085724830627441,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_5_post_calib_2025-09-23.npz
ag_news,2,pure_logits,greedy_50_post_calib,50,29,0.19186250865459442,1.6690045814244066,0.7097042898792171,1,0.37682008743286133,66.05780458450317,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_50_post_calib_2025-09-23.npz
