dataset,split_idx,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path
FMNIST,8,pure_logits,greedy_5_post_calib,5,5,0.2371939867734909,0.949454394002499,0.24489795918367346,1,0.018274545669555664,10.209026575088501,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_post_calib_2025-11-30.npz
FMNIST,9,pure_logits,greedy_5_baseline,5,4,0.23470743000507355,,,,0.01642632484436035,0.0,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_baseline_2025-11-30.npz
FMNIST,9,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.23139648139476776,0.8510204081632653,,,0.01642632484436035,0.0253751277923584,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
FMNIST,9,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.23183244466781616,0.8614410662224073,1.0,1,0.01642632484436035,5.784407615661621,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
FMNIST,9,pure_logits,greedy_5_post_calib,5,4,0.23067913949489594,0.9246147438567264,0.4897959183673469,1,0.01642632484436035,10.93205451965332,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_post_calib_2025-11-30.npz
CIFAR,0,pure_logits,greedy_5_baseline,5,4,0.4801318347454071,,,,0.016437053680419922,0.0,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_baseline_2025-11-30.npz
CIFAR,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4780862331390381,0.8510204081632653,,,0.016437053680419922,0.024780750274658203,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
CIFAR,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.4802664518356323,0.9337609329446064,1.0,1,0.016437053680419922,4.653306007385254,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
CIFAR,0,pure_logits,greedy_5_post_calib,5,4,0.45988038182258606,1.094344023323615,0.24489795918367346,1,0.016437053680419922,10.128378629684448,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_post_calib_2025-11-30.npz
CIFAR,1,pure_logits,greedy_5_baseline,5,5,0.4473716914653778,,,,0.015530824661254883,0.0,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_baseline_2025-11-30.npz
CIFAR,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.43687915802001953,0.7959183673469388,,,0.015530824661254883,0.021451711654663086,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz
CIFAR,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.44526150822639465,0.8876301541024573,1.0,1,0.015530824661254883,4.707743883132935,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz
CIFAR,1,pure_logits,greedy_5_post_calib,5,5,0.41856369376182556,1.075801749271137,0.16992919616826324,1,0.015530824661254883,11.65662670135498,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_post_calib_2025-11-30.npz
