SEED,Split,Model,C1,C2,Epi Scalar,Epsilon,NLL Val,NLL Test
33,0.25_0.25_0.5_64,Calibrator_convex_comb_no_exp,1.1636363636363636,0.030303030303030304,1.0,0.0,1.2627096,1.2672349
33,0.25_0.25_0.5_64,Calibrator_pure_logits,1.1818181818181819,1.0,1.0,0.0,1.2627264,1.2672968
33,0.25_0.25_0.5_64,Calibrator_convex_comb_global,1.1818181818181819,0.0,1.0,0.0,1.2627277,1.2672982
33,0.25_0.25_0.5_64,DeepEnsemble,,,,0.0,1.2703105,1.271887
33,0.25_0.25_0.5_64,Simple NN,,,,,2.313976,2.3134909
34,0.25_0.25_0.5_64,Calibrator_pure_logits,1.2727272727272727,1.0,1.0,0.0,1.262132,1.2648975
34,0.25_0.25_0.5_64,Calibrator_convex_comb,1.2727272727272727,0.0,1.0,0.0,1.2621328,1.2648993
34,0.25_0.25_0.5_64,Calibrator_convex_comb_no_exp,1.2727272727272727,0.0,1.0,0.0,1.2621328,1.2648993
34,0.25_0.25_0.5_64,Calibrator_convex_comb_global,1.2727272727272727,0.0,1.0,0.0,1.2621328,1.2648993
34,0.25_0.25_0.5_64,DeepEnsemble,,,,0.0,1.2795489,1.279075
34,0.25_0.25_0.5_64,Simple NN,,,,,2.3092241,2.310193
