dataset,seed,method,ensemble_type,ensemble_size,non_calibrated_nll,calibrated_nll,c1,c2,epi_scalar
mteb/tweet_sentiment_extraction,1,pure_logits,greedy,50,0.4770248830318451,0.46730474,1.4489795918367347,0.6060606060606061,1
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_init,28,0.4808877110481262,0.47235456,1.4489795918367347,0.7070707070707071,1
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_init_temp,19,0.5703606009483337,0.45945305,1.3877551020408163,3.5353535353535355,1
mteb/tweet_sentiment_extraction,2,convex_comb,greedy,50,0.4738423824310303,0.47074565,1.2653061224489797,0.0,1
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_init,30,0.4801490306854248,0.47503918,1.3265306122448979,0.0,1
mteb/tweet_sentiment_extraction,2,convex_comb,greedy_init_temp,20,0.5228676199913025,0.4687365,1.7551020408163265,0.0,1
mteb/tweet_sentiment_extraction,2,pure_logits,greedy,50,0.4738423824310303,0.46655583,1.4489795918367347,0.6060606060606061,1
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_init,30,0.4801490306854248,0.4721194,1.4795918367346939,0.7070707070707071,1
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_init_temp,18,0.5740320682525635,0.46090508,1.3571428571428572,3.5353535353535355,1
mteb/tweet_sentiment_extraction,3,convex_comb,greedy,50,0.4848136901855469,0.47967374,1.2346938775510203,0.0,1
mteb/tweet_sentiment_extraction,3,convex_comb,greedy_init,30,0.4890182912349701,0.4831372,1.2959183673469388,0.0,1
mteb/tweet_sentiment_extraction,3,convex_comb,greedy_init_temp,17,0.5348244309425354,0.4765538,1.7244897959183674,0.0,1
mteb/tweet_sentiment_extraction,3,pure_logits,greedy,50,0.4848136901855469,0.4759002,1.4183673469387754,0.6060606060606061,1
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_init,30,0.4890182912349701,0.48053834,1.4489795918367347,0.7070707070707071,1
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_init_temp,22,0.5804518461227417,0.46689317,1.2653061224489797,3.7373737373737375,1
mteb/tweet_sentiment_extraction,4,convex_comb,greedy,50,0.468384712934494,0.46559265,1.2959183673469388,0.0,1
mteb/tweet_sentiment_extraction,4,convex_comb,greedy_init,30,0.4724266827106476,0.47061926,1.2959183673469388,0.0,1
mteb/tweet_sentiment_extraction,4,convex_comb,greedy_init_temp,13,0.5382995009422302,0.4637769,1.8775510204081631,0.0,1
mteb/tweet_sentiment_extraction,4,pure_logits,greedy,50,0.468384712934494,0.46190846,1.4795918367346939,0.6060606060606061,1
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_init,30,0.4724266827106476,0.46606222,1.510204081632653,0.6060606060606061,1
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_init_temp,22,0.5546219944953918,0.4513662,1.3877551020408163,3.7373737373737375,1
mteb/tweet_sentiment_extraction,5,convex_comb,greedy,50,0.47484323382377625,0.46894336,1.2959183673469388,0.0,1
mteb/tweet_sentiment_extraction,5,convex_comb,greedy_init,24,0.47957611083984375,0.4758055,1.2653061224489797,0.0,1
mteb/tweet_sentiment_extraction,5,convex_comb,greedy_init_temp,13,0.5524862408638,0.46822026,1.816326530612245,0.0,1
mteb/tweet_sentiment_extraction,5,pure_logits,greedy,50,0.47484323382377625,0.46628967,1.4183673469387754,0.7070707070707071,1
mteb/tweet_sentiment_extraction,5,pure_logits,greedy_init,24,0.47957611083984375,0.47183388,1.4489795918367347,0.7070707070707071,1
mteb/tweet_sentiment_extraction,5,pure_logits,greedy_init_temp,21,0.5699785351753235,0.45883617,1.3265306122448979,3.6363636363636362,1
mteb/tweet_sentiment_extraction,6,convex_comb,greedy,50,0.4677180349826813,0.46451265,1.3265306122448979,0.0,1
mteb/tweet_sentiment_extraction,6,convex_comb,greedy_init,25,0.4742743968963623,0.4719294,1.3265306122448979,0.0,1
mteb/tweet_sentiment_extraction,6,convex_comb,greedy_init_temp,14,0.5374327301979065,0.46511376,1.846938775510204,0.0,1
mteb/tweet_sentiment_extraction,6,pure_logits,greedy,50,0.4677180349826813,0.46225843,1.510204081632653,0.6060606060606061,1
mteb/tweet_sentiment_extraction,6,pure_logits,greedy_init,25,0.4742743968963623,0.46819526,1.5408163265306123,0.6060606060606061,1
mteb/tweet_sentiment_extraction,6,pure_logits,greedy_init_temp,21,0.5596993565559387,0.45577312,1.3571428571428572,3.7373737373737375,1
mteb/tweet_sentiment_extraction,7,convex_comb,greedy,50,0.4823964536190033,0.47623712,1.2959183673469388,0.0,1
mteb/tweet_sentiment_extraction,7,convex_comb,greedy_init,19,0.48773303627967834,0.48290685,1.2959183673469388,0.0,1
mteb/tweet_sentiment_extraction,7,convex_comb,greedy_init_temp,16,0.5353244543075562,0.47646818,1.7551020408163265,0.0,1
mteb/tweet_sentiment_extraction,7,pure_logits,greedy,50,0.4823964536190033,0.474408,1.4795918367346939,0.6060606060606061,1
mteb/tweet_sentiment_extraction,7,pure_logits,greedy_init,19,0.48773303627967834,0.48011422,1.5408163265306123,0.6060606060606061,1
mteb/tweet_sentiment_extraction,7,pure_logits,greedy_init_temp,21,0.5825821161270142,0.46772003,1.2653061224489797,3.7373737373737375,1
mteb/tweet_sentiment_extraction,8,convex_comb,greedy,50,0.5037062764167786,0.49304917,1.2653061224489797,0.0,1
mteb/tweet_sentiment_extraction,8,convex_comb,greedy_init,30,0.5059994459152222,0.49897248,1.2653061224489797,0.0,1
mteb/tweet_sentiment_extraction,8,convex_comb,greedy_init_temp,11,0.5791023969650269,0.49325773,1.7551020408163265,0.0,1
mteb/tweet_sentiment_extraction,8,pure_logits,greedy,50,0.5037062764167786,0.49133787,1.3877551020408163,0.7070707070707071,1
mteb/tweet_sentiment_extraction,8,pure_logits,greedy_init,30,0.5059994459152222,0.49711156,1.4183673469387754,0.7070707070707071,1
mteb/tweet_sentiment_extraction,8,pure_logits,greedy_init_temp,23,0.5935865044593811,0.47885144,1.2959183673469388,3.4343434343434343,1
mteb/tweet_sentiment_extraction,9,convex_comb,greedy,50,0.4772438406944275,0.4732686,1.2346938775510203,0.0,1
mteb/tweet_sentiment_extraction,9,convex_comb,greedy_init,23,0.4831717014312744,0.4766787,1.2959183673469388,0.0,1
mteb/tweet_sentiment_extraction,9,convex_comb,greedy_init_temp,18,0.5229571461677551,0.4680097,1.7857142857142856,0.0,1
mteb/tweet_sentiment_extraction,9,pure_logits,greedy,50,0.4772438406944275,0.46872565,1.3877551020408163,0.7070707070707071,1
mteb/tweet_sentiment_extraction,9,pure_logits,greedy_init,23,0.4831717014312744,0.47255272,1.4489795918367347,0.7070707070707071,1
mteb/tweet_sentiment_extraction,9,pure_logits,greedy_init_temp,21,0.5594946146011353,0.4586447,1.3265306122448979,3.7373737373737375,1
ag_news,0,convex_comb,greedy,50,0.15818282961845398,0.14742287,1.4183673469387754,0.0,1
ag_news,0,convex_comb,greedy_init,12,0.16555409133434296,0.15052584,1.4795918367346939,0.0,1
ag_news,0,convex_comb,greedy_init_temp,10,0.17715761065483093,0.14621606,1.6326530612244898,0.0,1
ag_news,0,pure_logits,greedy,50,0.15818282961845398,0.14448747,1.510204081632653,0.6060606060606061,1
ag_news,0,pure_logits,greedy_init,12,0.16555409133434296,0.14668152,1.6020408163265305,0.5050505050505051,1
ag_news,0,pure_logits,greedy_init_temp,8,0.18232351541519165,0.14619096,1.4795918367346939,2.121212121212121,1
ag_news,1,convex_comb,greedy,50,0.1594323217868805,0.14826348,1.3877551020408163,0.0,1
ag_news,1,convex_comb,greedy_init,10,0.16714312136173248,0.15153259,1.4489795918367347,0.0,1
ag_news,1,convex_comb,greedy_init_temp,10,0.17856386303901672,0.14620353,1.6326530612244898,0.0,1
ag_news,1,pure_logits,greedy,50,0.1594323217868805,0.14481695,1.510204081632653,0.6060606060606061,1
ag_news,1,pure_logits,greedy_init,10,0.16714312136173248,0.14720717,1.5714285714285714,0.5050505050505051,1
ag_news,1,pure_logits,greedy_init_temp,8,0.18136700987815857,0.1454692,1.4489795918367347,2.121212121212121,1
ag_news,2,convex_comb,greedy,50,0.15181797742843628,0.1434899,1.3877551020408163,0.0,1
ag_news,2,convex_comb,greedy_init,11,0.15928936004638672,0.14673127,1.4795918367346939,0.0,1
ag_news,2,convex_comb,greedy_init_temp,10,0.16960057616233826,0.14078313,1.693877551020408,0.0,1
ag_news,2,pure_logits,greedy,50,0.15181797742843628,0.14068672,1.510204081632653,0.6060606060606061,1
ag_news,2,pure_logits,greedy_init,11,0.15928936004638672,0.14429022,1.6326530612244898,0.5050505050505051,1
ag_news,2,pure_logits,greedy_init_temp,8,0.172782301902771,0.14157297,1.4795918367346939,2.121212121212121,1
ag_news,3,convex_comb,greedy,50,0.14743173122406006,0.14049187,1.3877551020408163,0.0,1
ag_news,3,convex_comb,greedy_init,11,0.15680353343486786,0.14392972,1.4795918367346939,0.0,1
ag_news,3,convex_comb,greedy_init_temp,10,0.17130790650844574,0.140208,1.693877551020408,0.0,1
ag_news,3,pure_logits,greedy,50,0.14743173122406006,0.13836263,1.5408163265306123,0.5050505050505051,1
ag_news,3,pure_logits,greedy_init,11,0.15680353343486786,0.14203171,1.6020408163265305,0.5050505050505051,1
ag_news,3,pure_logits,greedy_init_temp,8,0.16953584551811218,0.13688707,1.4795918367346939,2.0202020202020203,1
ag_news,4,convex_comb,greedy,50,0.15342803299427032,0.14632526,1.3571428571428572,0.0,1
ag_news,4,convex_comb,greedy_init,10,0.16167977452278137,0.14797677,1.4489795918367347,0.0,1
ag_news,4,convex_comb,greedy_init_temp,10,0.178585946559906,0.14507432,1.693877551020408,0.0,1
ag_news,4,pure_logits,greedy,50,0.15342803299427032,0.14328395,1.5408163265306123,0.5050505050505051,1
ag_news,4,pure_logits,greedy_init,10,0.16167977452278137,0.14546765,1.6020408163265305,0.5050505050505051,1
ag_news,4,pure_logits,greedy_init_temp,8,0.17686110734939575,0.14235033,1.4795918367346939,2.0202020202020203,1
ag_news,5,convex_comb,greedy,50,0.1631772667169571,0.1520622,1.3877551020408163,0.0,1
ag_news,5,convex_comb,greedy_init,11,0.1700817495584488,0.1542204,1.4489795918367347,0.0,1
ag_news,5,convex_comb,greedy_init_temp,9,0.1774074137210846,0.14808083,1.6326530612244898,0.0,1
ag_news,5,pure_logits,greedy,50,0.1631772667169571,0.14878784,1.510204081632653,0.6060606060606061,1
ag_news,5,pure_logits,greedy_init,11,0.1700817495584488,0.15096676,1.6020408163265305,0.5050505050505051,1
ag_news,5,pure_logits,greedy_init_temp,8,0.1824571043252945,0.1461437,1.510204081632653,1.9191919191919191,1
ag_news,6,convex_comb,greedy,50,0.16466842591762543,0.1528051,1.3877551020408163,0.0,1
ag_news,6,convex_comb,greedy_init,11,0.17246749997138977,0.15538411,1.4489795918367347,0.0,1
ag_news,6,convex_comb,greedy_init_temp,10,0.18972770869731903,0.15147175,1.663265306122449,0.0,1
ag_news,6,pure_logits,greedy,50,0.16466842591762543,0.14999996,1.510204081632653,0.6060606060606061,1
ag_news,6,pure_logits,greedy_init,11,0.17246749997138977,0.152073,1.6020408163265305,0.5050505050505051,1
ag_news,6,pure_logits,greedy_init_temp,8,0.19168727099895477,0.15187553,1.4489795918367347,2.121212121212121,1
ag_news,7,convex_comb,greedy,50,0.14508384466171265,0.13749807,1.3877551020408163,0.0,1
ag_news,7,convex_comb,greedy_init,10,0.15189608931541443,0.13966231,1.4489795918367347,0.0,1
ag_news,7,convex_comb,greedy_init_temp,9,0.16077128052711487,0.13467824,1.6326530612244898,0.0,1
ag_news,7,pure_logits,greedy,50,0.14508384466171265,0.13361531,1.510204081632653,0.6060606060606061,1
ag_news,7,pure_logits,greedy_init,10,0.15189608931541443,0.13520944,1.6020408163265305,0.5050505050505051,1
ag_news,7,pure_logits,greedy_init_temp,8,0.16241450607776642,0.13343194,1.4795918367346939,2.121212121212121,1
ag_news,8,convex_comb,greedy,50,0.14589208364486694,0.1379034,1.3877551020408163,0.0,1
ag_news,8,convex_comb,greedy_init,11,0.15343287587165833,0.14122589,1.4795918367346939,0.0,1
ag_news,8,convex_comb,greedy_init_temp,10,0.16391384601593018,0.13647681,1.663265306122449,0.0,1
ag_news,8,pure_logits,greedy,50,0.14589208364486694,0.13471957,1.510204081632653,0.6060606060606061,1
ag_news,8,pure_logits,greedy_init,11,0.15343287587165833,0.13778402,1.6020408163265305,0.5050505050505051,1
ag_news,8,pure_logits,greedy_init_temp,8,0.16658329963684082,0.13626732,1.4795918367346939,2.121212121212121,1
ag_news,9,convex_comb,greedy,50,0.15291735529899597,0.14337736,1.4183673469387754,0.0,1
ag_news,9,convex_comb,greedy_init,13,0.1602291315793991,0.14589937,1.4795918367346939,0.0,1
ag_news,9,convex_comb,greedy_init_temp,10,0.1688327193260193,0.14125884,1.663265306122449,0.0,1
ag_news,9,pure_logits,greedy,50,0.15291735529899597,0.14077248,1.510204081632653,0.6060606060606061,1
ag_news,9,pure_logits,greedy_init,13,0.1602291315793991,0.14332466,1.6020408163265305,0.6060606060606061,1
ag_news,9,pure_logits,greedy_init_temp,8,0.17278413474559784,0.14183587,1.4489795918367347,2.2222222222222223,1
dbpedia_14,0,convex_comb,greedy,50,0.03584396094083786,0.030795423,1.6020408163265305,0.0,1
dbpedia_14,0,convex_comb,greedy_init,7,0.037424296140670776,0.032344986,1.5714285714285714,0.0,1
dbpedia_14,0,convex_comb,greedy_init_temp,6,0.041455987840890884,0.030201197,1.7551020408163265,0.0,1
dbpedia_14,0,pure_logits,greedy,50,0.03584396094083786,0.029655099,1.7551020408163265,0.6060606060606061,1
dbpedia_14,0,pure_logits,greedy_init,7,0.037424296140670776,0.029756458,1.7551020408163265,0.5050505050505051,1
dbpedia_14,0,pure_logits,greedy_init_temp,6,0.041455987840890884,0.02991319,1.663265306122449,1.6161616161616161,1
dbpedia_14,1,convex_comb,greedy,50,0.0343787707388401,0.029754626,1.6020408163265305,0.0,1
dbpedia_14,1,convex_comb,greedy_init,7,0.03553784266114235,0.03108125,1.5714285714285714,0.0,1
dbpedia_14,1,convex_comb,greedy_init_temp,6,0.039074644446372986,0.02880688,1.7857142857142856,0.0,1
dbpedia_14,1,pure_logits,greedy,50,0.0343787707388401,0.028469887,1.7244897959183674,0.7070707070707071,1
dbpedia_14,1,pure_logits,greedy_init,7,0.03553784266114235,0.028386544,1.7857142857142856,0.5050505050505051,1
dbpedia_14,1,pure_logits,greedy_init_temp,6,0.039074644446372986,0.028556531,1.663265306122449,1.6161616161616161,1
dbpedia_14,2,convex_comb,greedy,50,0.03456889092922211,0.030308701,1.5714285714285714,0.0,1
dbpedia_14,2,convex_comb,greedy_init,7,0.036561377346515656,0.03167788,1.5714285714285714,0.0,1
dbpedia_14,2,convex_comb,greedy_init_temp,6,0.039658430963754654,0.029340992,1.7857142857142856,0.0,1
dbpedia_14,2,pure_logits,greedy,50,0.03456889092922211,0.028853353,1.7551020408163265,0.6060606060606061,1
dbpedia_14,2,pure_logits,greedy_init,7,0.036561377346515656,0.029106395,1.7857142857142856,0.5050505050505051,1
dbpedia_14,2,pure_logits,greedy_init_temp,6,0.039658430963754654,0.028893238,1.693877551020408,1.5151515151515151,1
dbpedia_14,3,convex_comb,greedy,50,0.03485803306102753,0.030072859,1.5714285714285714,0.0,1
dbpedia_14,3,convex_comb,greedy_init,7,0.03611049801111221,0.031084675,1.5714285714285714,0.0,1
dbpedia_14,3,convex_comb,greedy_init_temp,6,0.040028586983680725,0.02901464,1.7857142857142856,0.0,1
dbpedia_14,3,pure_logits,greedy,50,0.03485803306102753,0.028423522,1.7551020408163265,0.6060606060606061,1
dbpedia_14,3,pure_logits,greedy_init,7,0.03611049801111221,0.02846389,1.7857142857142856,0.5050505050505051,1
dbpedia_14,3,pure_logits,greedy_init_temp,5,0.041296303272247314,0.029016575,1.663265306122449,1.8181818181818181,1
dbpedia_14,4,convex_comb,greedy,50,0.03495807573199272,0.030480957,1.5714285714285714,0.0,1
dbpedia_14,4,convex_comb,greedy_init,7,0.03668246418237686,0.031673104,1.5714285714285714,0.0,1
dbpedia_14,4,convex_comb,greedy_init_temp,6,0.03997248783707619,0.029319426,1.7857142857142856,0.0,1
dbpedia_14,4,pure_logits,greedy,50,0.03495807573199272,0.028807249,1.7551020408163265,0.6060606060606061,1
dbpedia_14,4,pure_logits,greedy_init,7,0.03668246418237686,0.029000098,1.7857142857142856,0.5050505050505051,1
dbpedia_14,4,pure_logits,greedy_init_temp,6,0.03997248783707619,0.029026004,1.663265306122449,1.6161616161616161,1
dbpedia_14,5,convex_comb,greedy,50,0.033346548676490784,0.029032473,1.6020408163265305,0.0,1
dbpedia_14,5,convex_comb,greedy_init,7,0.03496752679347992,0.030555382,1.5714285714285714,0.0,1
dbpedia_14,5,convex_comb,greedy_init_temp,6,0.03874244540929794,0.028520852,1.7857142857142856,0.0,1
dbpedia_14,5,pure_logits,greedy,50,0.033346548676490784,0.02793395,1.7244897959183674,0.7070707070707071,1
dbpedia_14,5,pure_logits,greedy_init,7,0.03496752679347992,0.028058436,1.7857142857142856,0.5050505050505051,1
dbpedia_14,5,pure_logits,greedy_init_temp,5,0.03990864381194115,0.028349124,1.663265306122449,1.8181818181818181,1
dbpedia_14,6,convex_comb,greedy,50,0.03745083883404732,0.031932272,1.6020408163265305,0.0,1
dbpedia_14,6,convex_comb,greedy_init,8,0.03934971243143082,0.03339908,1.5714285714285714,0.0,1
dbpedia_14,6,convex_comb,greedy_init_temp,6,0.04347857087850571,0.031433024,1.7551020408163265,0.0,1
dbpedia_14,6,pure_logits,greedy,50,0.03745083883404732,0.030979555,1.7244897959183674,0.6060606060606061,1
dbpedia_14,6,pure_logits,greedy_init,8,0.03934971243143082,0.031357817,1.7857142857142856,0.5050505050505051,1
dbpedia_14,6,pure_logits,greedy_init_temp,5,0.044578906148672104,0.031104507,1.663265306122449,1.7171717171717171,1
dbpedia_14,7,convex_comb,greedy,50,0.03397536650300026,0.029347725,1.6020408163265305,0.0,1
dbpedia_14,7,convex_comb,greedy_init,7,0.035514187067747116,0.030843697,1.5714285714285714,0.0,1
dbpedia_14,7,convex_comb,greedy_init_temp,6,0.03918667510151863,0.028768439,1.7857142857142856,0.0,1
dbpedia_14,7,pure_logits,greedy,50,0.03397536650300026,0.028221324,1.7244897959183674,0.7070707070707071,1
dbpedia_14,7,pure_logits,greedy_init,7,0.035514187067747116,0.028327756,1.7857142857142856,0.5050505050505051,1
dbpedia_14,7,pure_logits,greedy_init_temp,5,0.040507663041353226,0.028716767,1.663265306122449,1.8181818181818181,1
dbpedia_14,8,convex_comb,greedy,50,0.03615250810980797,0.031247182,1.5714285714285714,0.0,1
dbpedia_14,8,convex_comb,greedy_init,7,0.0376037061214447,0.03232424,1.5714285714285714,0.0,1
dbpedia_14,8,convex_comb,greedy_init_temp,6,0.04101910442113876,0.02999292,1.7857142857142856,0.0,1
dbpedia_14,8,pure_logits,greedy,50,0.03615250810980797,0.029611852,1.7551020408163265,0.6060606060606061,1
dbpedia_14,8,pure_logits,greedy_init,7,0.0376037061214447,0.029729161,1.7551020408163265,0.5050505050505051,1
dbpedia_14,8,pure_logits,greedy_init_temp,5,0.04222491756081581,0.029837541,1.663265306122449,1.8181818181818181,1
dbpedia_14,9,convex_comb,greedy,50,0.03544071689248085,0.030722382,1.5714285714285714,0.0,1
dbpedia_14,9,convex_comb,greedy_init,7,0.03706897422671318,0.031910747,1.5714285714285714,0.0,1
dbpedia_14,9,convex_comb,greedy_init_temp,6,0.04001346975564957,0.029373849,1.7857142857142856,0.0,1
dbpedia_14,9,pure_logits,greedy,50,0.03544071689248085,0.02903601,1.7244897959183674,0.6060606060606061,1
dbpedia_14,9,pure_logits,greedy_init,7,0.03706897422671318,0.029172054,1.7857142857142856,0.5050505050505051,1
dbpedia_14,9,pure_logits,greedy_init_temp,5,0.04120954871177673,0.029286198,1.663265306122449,1.8181818181818181,1
stanfordnlp/sst2,0,convex_comb,greedy,50,0.11673593521118164,0.11295836,1.3877551020408163,0.0,1
