dataset,seed,method,ensemble_type,ensemble_size,nll_test,c1,c2,epi_scalar
dbpedia_14,0,convex_comb,greedy_5_baseline,5,0.04470353573560715,,,
dbpedia_14,0,convex_comb,greedy_50_baseline,50,0.036386940628290176,,,
dbpedia_14,0,convex_comb,greedy_50_temp_baseline,50,0.04318099841475487,1.73265306122449,,
dbpedia_14,0,convex_comb,greedy_5_post_calib,5,0.03394929,1.795052061640983,0.0,1
dbpedia_14,0,convex_comb,greedy_5_baseline,5,0.04470353573560715,,,
dbpedia_14,0,convex_comb,greedy_50_baseline,50,0.036386940628290176,,,
dbpedia_14,0,convex_comb,greedy_50_temp_baseline,50,0.04318099841475487,1.73265306122449,,
dbpedia_14,0,convex_comb,greedy_5_post_calib,5,0.03394929,1.795052061640983,0.0,1
dbpedia_14,0,convex_comb,greedy_50_post_calib,50,0.032299217,1.602582257392753,0.0,1
dbpedia_14,0,convex_comb,greedy_50_calib_once,25,0.031801812,1.8096459808413161,0.0,1
dbpedia_14,0,pure_logits,greedy_5_baseline,5,0.04470353573560715,,,
dbpedia_14,0,pure_logits,greedy_50_baseline,50,0.036386940628290176,,,
dbpedia_14,0,pure_logits,greedy_50_temp_baseline,50,0.04318099841475487,1.73265306122449,,
dbpedia_14,0,pure_logits,greedy_5_post_calib,5,0.03370721,1.9211995002082467,0.7530195751770096,1
dbpedia_14,0,pure_logits,greedy_50_post_calib,50,0.031441282,1.7963015410245733,0.7396917950853812,1
dbpedia_14,0,pure_logits,greedy_50_calib_once,24,0.0318417,1.8096459808413161,0.9829237817576011,1
dbpedia_14,0,convex_comb_no_exp,greedy_5_baseline,5,0.04470353573560715,,,
dbpedia_14,0,convex_comb_no_exp,greedy_50_baseline,50,0.036386940628290176,,,
dbpedia_14,0,convex_comb_no_exp,greedy_50_temp_baseline,50,0.04318099841475487,1.73265306122449,,
dbpedia_14,0,convex_comb_no_exp,greedy_5_post_calib,5,0.03394929,1.795052061640983,0.0,1
dbpedia_14,0,convex_comb_no_exp,greedy_50_post_calib,50,0.032299217,1.602582257392753,0.0,1
dbpedia_14,0,convex_comb_no_exp,greedy_50_calib_once,25,0.031801812,1.8096459808413161,0.0,1
dbpedia_14,0,convex_comb_global,greedy_5_baseline,5,0.04470353573560715,,,
dbpedia_14,0,convex_comb_global,greedy_50_baseline,50,0.036386940628290176,,,
dbpedia_14,0,convex_comb_global,greedy_50_temp_baseline,50,0.04318099841475487,1.73265306122449,,
dbpedia_14,0,convex_comb_global,greedy_5_post_calib,5,0.03394929,1.795052061640983,0.0,1
dbpedia_14,0,convex_comb_global,greedy_50_post_calib,50,0.032299217,1.602582257392753,0.0,1
dbpedia_14,0,convex_comb_global,greedy_50_calib_once,25,0.031801812,1.8096459808413161,0.0,1
dbpedia_14,1,convex_comb,greedy_5_baseline,5,0.041741687804460526,,,
dbpedia_14,1,convex_comb,greedy_50_baseline,50,0.03441009297966957,,,
dbpedia_14,1,convex_comb,greedy_50_temp_baseline,50,0.04053284972906113,1.7877551020408164,,
dbpedia_14,1,convex_comb,greedy_5_post_calib,5,0.03200707,1.8096459808413161,0.0,1
dbpedia_14,1,convex_comb,greedy_50_post_calib,50,0.033119384,1.4630903790087464,0.0,1
dbpedia_14,1,convex_comb,greedy_50_calib_once,24,0.030199707,1.8096459808413161,0.0,1
dbpedia_14,1,pure_logits,greedy_5_baseline,5,0.041741687804460526,,,
dbpedia_14,1,pure_logits,greedy_50_baseline,50,0.03441009297966957,,,
dbpedia_14,1,pure_logits,greedy_50_temp_baseline,50,0.04053284972906113,1.7877551020408164,,
dbpedia_14,1,pure_logits,greedy_5_post_calib,5,0.03170408,1.9211995002082467,0.7796751353602666,1
dbpedia_14,1,pure_logits,greedy_50_post_calib,50,0.029913267,1.7902040816326532,0.6547271970012495,1
dbpedia_14,1,pure_logits,greedy_50_calib_once,18,0.030262068,1.8096459808413161,0.9912536443148688,1
dbpedia_14,1,convex_comb_no_exp,greedy_5_baseline,5,0.041741687804460526,,,
dbpedia_14,1,convex_comb_no_exp,greedy_50_baseline,50,0.03441009297966957,,,
dbpedia_14,1,convex_comb_no_exp,greedy_50_temp_baseline,50,0.04053284972906113,1.7877551020408164,,
dbpedia_14,1,convex_comb_no_exp,greedy_5_post_calib,5,0.03200707,1.8096459808413161,0.0,1
