dataset,split_idx,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path,threshold,set_size,auc,aurac,aorac,ece,ece_adaptive,brier_score,conformal_coverage,conformal_set_size
FMNIST,7,pure_logits,greedy_5_baseline,5,4,0.231028601527214,,,,0.017906904220581,0.0,cnn_experiments_data/arrays/fmnist_7_pure_logits_greedy_5_baseline_2025-11-30.npz,0.641094813436448,1.105357142857143,0.994882240862745,0.978648003468989,0.021351996531011053,0.015633425346442596,0.015633425346442596,0.12036901396206862,0.9523214285714285,1.1079464285714287
FMNIST,7,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2291351556777954,0.9061224489795918,,,0.017906904220581,0.0292503833770751,cnn_experiments_data/arrays/fmnist_7_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.667545889382688,1.1072857142857142,0.9948827905783547,0.9786462703948059,0.021353729605194105,0.006935393122690081,0.006935393122690081,0.11969267545563496,0.9528571428571428,1.1098214285714285
FMNIST,7,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.229452982544899,0.8950270720533111,1.0,1.0,0.017906904220581,7.729004383087158,cnn_experiments_data/arrays/fmnist_7_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.667545889382688,1.108142857142857,0.994870924402489,0.9786304629177178,0.021369537082282175,0.0076976351823125145,0.0076976351823125145,0.11978370316369218,0.9519642857142857,1.1066964285714285
FMNIST,7,pure_logits,greedy_5_post_calib,5,4,0.22830531001091,0.9729945855893378,0.2182423990004165,1.0,0.017906904220581,10.51147174835205,cnn_experiments_data/arrays/fmnist_7_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.667545889382688,1.1015,0.9949304343378126,0.9787192487570293,0.021280751242970686,0.005669922315648602,0.005669922315648602,0.11956400769025469,0.9516071428571429,1.1047321428571428
FMNIST,8,pure_logits,greedy_5_baseline,5,5,0.2407306134700775,,,,0.0182745456695556,0.0,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_baseline_2025-11-30.npz,0.641094813436448,1.1179285714285714,0.9944659995008289,0.9775951752711661,0.022404824728833872,0.018353492953947628,0.018353492953947628,0.12644247184740837,0.9463392857142857,1.1042857142857143
FMNIST,8,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.2375959753990173,0.8510204081632653,,,0.0182745456695556,0.0269293785095214,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6920475384471019,1.1237142857142857,0.9944751316294568,0.9776261940048409,0.022373805995159146,0.004152348431093381,0.004152348431093381,0.1253402697992109,0.9450892857142857,1.0983928571428572
FMNIST,8,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.2379803359508514,0.8614410662224073,1.0,1.0,0.0182745456695556,5.349544763565064,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.667545889382688,1.1162142857142856,0.994464958817962,0.9775910545697128,0.022408945430287153,0.005937228700944348,0.005937228700944348,0.12557169772759288,0.9453571428571429,1.098482142857143
FMNIST,8,pure_logits,greedy_5_post_calib,5,5,0.2371939867734909,0.949454394002499,0.2448979591836734,1.0,0.0182745456695556,10.2090265750885,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.6920475384471019,1.1237142857142857,0.9944705589771077,0.9776316299960583,0.02236837000394165,0.0037562137969902607,0.0037562137969902607,0.12505441250808852,0.9469642857142857,1.10375
FMNIST,9,pure_logits,greedy_5_baseline,5,4,0.2347074300050735,,,,0.0164263248443603,0.0,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_baseline_2025-11-30.npz,0.641094813436448,1.113,0.9948802986055709,0.9786140870112098,0.021385912988790223,0.0198445578813553,0.0198445578813553,0.12264740279563056,0.9457142857142857,1.09375
FMNIST,9,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2313964813947677,0.8510204081632653,,,0.0164263248443603,0.0253751277923584,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.667545889382688,1.1058571428571429,0.994893654369509,0.9786058722407457,0.02139412775925431,0.003909040140254137,0.003909040140254137,0.12144182899194902,0.9465178571428572,1.0958928571428572
FMNIST,9,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.2318324446678161,0.8614410662224073,1.0,1.0,0.0164263248443603,5.784407615661621,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.667545889382688,1.1115714285714287,0.9948850189545091,0.978608761806684,0.02139123819331601,0.006782629464353819,0.006782629464353819,0.12164894903774302,0.9467857142857142,1.0972321428571428
FMNIST,9,pure_logits,greedy_5_post_calib,5,4,0.2306791394948959,0.9246147438567264,0.4897959183673469,1.0,0.0164263248443603,10.93205451965332,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.667545889382688,1.1059285714285714,0.9949010350706716,0.978562275385836,0.021437724614164044,0.005696088601435899,0.005696088601435899,0.12130937594374275,0.9464285714285714,1.095357142857143
CIFAR,0,pure_logits,greedy_5_baseline,5,4,0.4801318347454071,,,,0.0164370536804199,0.0,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_baseline_2025-11-30.npz,0.8198030279250543,1.6296666666666666,0.9852972274801365,0.9535039728731262,0.04649602712687384,0.034511341256399944,0.034511341256399944,0.2322335595645596,0.9467708333333333,1.5855208333333333
CIFAR,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4780862331390381,0.8510204081632653,,,0.0164370536804199,0.0247807502746582,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8673352997658349,1.6361666666666668,0.9853636618378363,0.953449312435468,0.046550687564531956,0.017008999762435743,0.017008999762435743,0.2294146793689071,0.9458333333333333,1.5705208333333334
CIFAR,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.4802664518356323,0.9337609329446064,1.0,1.0,0.0164370536804199,4.653306007385254,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.8330834261251312,1.63225,0.9852345541030259,0.9533190018606742,0.0466809981393258,0.027179582777122627,0.027179582777122627,0.23182898505429994,0.9466666666666667,1.5840625
CIFAR,0,pure_logits,greedy_5_post_calib,5,4,0.459880381822586,1.094344023323615,0.2448979591836734,1.0,0.0164370536804199,10.128378629684448,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8567800864319911,1.5850833333333334,0.9861159615848688,0.9548465355732465,0.0451534644267535,0.00890361427639922,0.00890361427639922,0.22415233119596448,0.9484375,1.5570833333333334
CIFAR,1,pure_logits,greedy_5_baseline,5,5,0.4473716914653778,,,,0.0155308246612548,0.0,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_baseline_2025-11-30.npz,0.7732790927180688,1.5175833333333333,0.9870471099851631,0.9583370584684536,0.04166294153154637,0.049564166518549134,0.049564166518549134,0.21717205292649275,0.9559375,1.5602083333333334
CIFAR,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4368791580200195,0.7959183673469388,,,0.0155308246612548,0.021451711654663,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8330834261251312,1.4948333333333332,0.987164358575605,0.9583809843230421,0.041619015676957916,0.013630105475584683,0.013630105475584683,0.21151708611144113,0.9555208333333334,1.5401041666666666
CIFAR,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4452615082263946,0.8876301541024573,1.0,1.0,0.0155308246612548,4.707743883132935,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.7899882743115003,1.5104166666666667,0.9869210364347968,0.9581523004396564,0.04184769956034362,0.03780606098100543,0.03780606098100543,0.21606708674600528,0.9546875,1.551875
CIFAR,1,pure_logits,greedy_5_post_calib,5,5,0.4185636937618255,1.075801749271137,0.1699291961682632,1.0,0.0155308246612548,11.65662670135498,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8330834261251312,1.46825,0.9880998201481533,0.9595191435575263,0.04048085644247368,0.007252095479518162,0.007252095479518162,0.20792543599194097,0.9559375,1.509375
CIFAR,2,pure_logits,greedy_5_baseline,5,4,0.4622476696968078,,,,0.0180821418762207,0.0,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_baseline_2025-11-30.npz,0.7899882743115003,1.56025,0.9864596129510096,0.9572823894975688,0.04271761050243117,0.050974411999185884,0.050974411999185884,0.22267145521800952,0.9463541666666667,1.5085416666666667
CIFAR,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4533721208572387,0.7959183673469388,,,0.0180821418762207,0.0284125804901123,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8453850677216884,1.5308333333333333,0.9865916937586116,0.9572920551161507,0.042707944883849325,0.012806466810405231,0.012806466810405231,0.21714137216696328,0.9492708333333333,1.5111458333333334
CIFAR,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.4597862064838409,0.8683881715951687,1.0,1.0,0.0180821418762207,4.521759271621704,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.8198030279250543,1.5726666666666667,0.986358319323403,0.956938002210413,0.04306199778958697,0.03395884784683585,0.03395884784683585,0.2212466850559548,0.9495833333333333,1.5365625
CIFAR,2,pure_logits,greedy_5_post_calib,5,4,0.4353217780590057,1.0121782590587256,0.2432319866722199,1.0,0.0180821418762207,9.621597528457642,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8453850677216884,1.51925,0.987364143118975,0.9585962423206809,0.04140375767931914,0.006054624689122057,0.006054624689122057,0.21216021133246318,0.949375,1.4809375
CIFAR,3,pure_logits,greedy_5_baseline,5,5,0.4744132161140442,,,,0.0142552852630615,0.0,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_baseline_2025-11-30.npz,0.7899882743115003,1.5973333333333333,0.9862740602197976,0.9555946911961125,0.04440530880388749,0.055728161128858755,0.055728161128858755,0.2296548559117646,0.9455208333333334,1.5472916666666667
CIFAR,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4625801742076874,0.7959183673469388,,,0.0142552852630615,0.0219175815582275,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8453850677216884,1.5654166666666667,0.9863985538528596,0.955676970264258,0.04432302973574198,0.016397364461173593,0.016397364461173593,0.2231185418349199,0.9465625,1.5414583333333334
CIFAR,3,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.472245842218399,0.854493960849646,1.0,1.0,0.0142552852630615,4.098713874816895,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.8198030279250543,1.61425,0.9860864031434152,0.9551807027990068,0.0448192972009932,0.0399212775826454,0.0399212775826454,0.2282079696583333,0.9444791666666666,1.5515625
CIFAR,3,pure_logits,greedy_5_post_calib,5,5,0.4424954950809479,1.0583090379008746,0.0,1.0,0.0142552852630615,9.075127363204956,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8567800864319911,1.5413333333333334,0.9874429771600974,0.9571443950473945,0.04285560495260554,0.008191887435813717,0.008191887435813717,0.21868235496091992,0.9446875,1.4839583333333333
CIFAR,4,pure_logits,greedy_5_baseline,5,5,0.4572122395038605,,,,1.7329528331756592,0.0,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_baseline_2025-11-30.npz,0.7732790927180688,1.5294166666666666,0.9870761994131401,0.9580316962388613,0.04196830376113869,0.05613051503896715,0.05613051503896715,0.21847392608438138,0.9578125,1.59125
CIFAR,4,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4452548921108246,0.7959183673469388,,,1.7329528331756592,1.9333195686340328,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8453850677216884,1.5399166666666666,0.9872081957426362,0.9580695897345681,0.04193041026543187,0.016425743289291875,0.016425743289291875,0.21156325792479605,0.9576041666666667,1.5828125
CIFAR,4,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4545066058635711,0.8614410662224073,1.0,1.0,1.7329528331756592,5.507111310958862,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.8054660002228358,1.55175,0.9869493453941658,0.9577369329272768,0.042263067072723204,0.04026416577895484,0.04026416577895484,0.2167270034823604,0.9592708333333333,1.6371875
CIFAR,4,pure_logits,greedy_5_post_calib,5,5,0.4249272346496582,1.0583090379008746,0.0,1.0,1.7329528331756592,11.767098903656006,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8453850677216884,1.5108333333333333,0.9879796731896455,0.9594019403628131,0.04059805963718688,0.006406593460589616,0.006406593460589616,0.20660392610787684,0.9597916666666667,1.5536458333333334
CIFAR,5,pure_logits,greedy_5_baseline,5,5,0.4630910158157348,,,,0.0137915611267089,0.0,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_baseline_2025-11-30.npz,0.7899882743115003,1.5795,0.9868392491278097,0.957714820574782,0.042285179425218034,0.05509652959555389,0.05509652959555389,0.22296208320529104,0.944375,1.4908333333333332
CIFAR,5,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4528700709342956,0.8510204081632653,,,0.0137915611267089,0.0218913555145263,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8330834261251312,1.567,0.9869660867546525,0.9576561644085257,0.042343835591474255,0.028121651946256543,0.028121651946256543,0.21755803840548082,0.9447916666666667,1.4842708333333334
CIFAR,5,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4617373049259186,0.9337609329446064,1.0,1.0,0.0137915611267089,4.455533504486084,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.7899882743115003,1.554,0.9867833390209431,0.9575369130173055,0.04246308698269452,0.048315456104775265,0.048315456104775265,0.22220754875977516,0.9448958333333334,1.4996875
CIFAR,5,pure_logits,greedy_5_post_calib,5,5,0.4245449900627136,1.1311286963765097,0.0,1.0,0.0137915611267089,9.555095672607422,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8330834261251312,1.503,0.9879944103091374,0.9591148852397164,0.04088511476028356,0.009291242605696118,0.009291242605696118,0.20905231156202536,0.9417708333333333,1.4205208333333332
CIFAR,6,pure_logits,greedy_5_baseline,5,5,0.4605192840099334,,,,0.0141208171844482,0.0,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_baseline_2025-11-30.npz,0.8054660002228358,1.59425,0.9862241357890571,0.9573131146335456,0.042686885366454375,0.045004360554118966,0.045004360554118966,0.22128150389867013,0.9526041666666667,1.5914583333333334
CIFAR,6,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4535734951496124,0.7959183673469388,,,0.0141208171844482,0.0227737426757812,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8673352997658349,1.5833333333333333,0.9863581794462043,0.9573162977233476,0.04268370227665241,0.010093260248502073,0.010093260248502073,0.2162134682657884,0.9548958333333334,1.6067708333333333
CIFAR,6,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4595918655395508,0.8876301541024573,1.0,1.0,0.0141208171844482,4.156012058258057,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.8330834261251312,1.61975,0.9861151561415342,0.9570630391800911,0.04293696081990894,0.03281803783774375,0.03281803783774375,0.22032033237264084,0.953125,1.6116666666666666
CIFAR,6,pure_logits,greedy_5_post_calib,5,5,0.4305661618709564,1.075801749271137,0.0,1.0,0.0141208171844482,11.192179918289185,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8453850677216884,1.505,0.9873071166610353,0.958806788703609,0.041193211296390975,0.0054519095594684494,0.0054519095594684494,0.21102863525935073,0.95375,1.50625
CIFAR,7,pure_logits,greedy_5_baseline,5,4,0.4663928151130676,,,,0.7318694591522217,0.0,cnn_experiments_data/arrays/cifar_7_pure_logits_greedy_5_baseline_2025-11-30.npz,0.8054660002228358,1.5883333333333334,0.9859090460341235,0.9552868134853674,0.04471318651463263,0.04208477958540124,0.04208477958540124,0.22519354974255626,0.9526041666666667,1.5690625
CIFAR,7,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4609658718109131,0.8510204081632653,,,0.7318694591522217,0.0220355987548828,cnn_experiments_data/arrays/cifar_7_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8453850677216884,1.5649166666666667,0.9859899057500371,0.955289111962704,0.04471088803729595,0.015428950726985934,0.015428950726985934,0.22139251757934422,0.9509375,1.5588541666666667
CIFAR,7,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.465480238199234,0.9246147438567264,1.0,1.0,0.7318694591522217,4.6917643547058105,cnn_experiments_data/arrays/cifar_7_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.8198030279250543,1.5869166666666668,0.9858539450871863,0.9551051486791576,0.044894851320842366,0.03302801260848839,0.03302801260848839,0.22443747248922635,0.9516666666666667,1.56375
CIFAR,7,pure_logits,greedy_5_post_calib,5,4,0.4429761171340942,1.075801749271137,0.2448979591836734,1.0,0.7318694591522217,10.55334186553955,cnn_experiments_data/arrays/cifar_7_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8453850677216884,1.5455,0.98672749782588,0.9568964680782269,0.043103531921773075,0.007271691625316937,0.007271691625316937,0.21588269844940652,0.9523958333333333,1.5388541666666666
CIFAR,8,pure_logits,greedy_5_baseline,5,4,0.4734287559986114,,,,1.778339147567749,0.0,cnn_experiments_data/arrays/cifar_8_pure_logits_greedy_5_baseline_2025-11-30.npz,0.8054660002228358,1.6070833333333334,0.9860442943906567,0.9551916325415608,0.04480836745843919,0.04222519114489358,0.04222519114489358,0.2278728670737709,0.9551041666666666,1.6486458333333334
CIFAR,8,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4674632847309112,0.8510204081632653,,,1.778339147567749,0.0239355564117431,cnn_experiments_data/arrays/cifar_8_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8567800864319911,1.6201666666666668,0.986116236783691,0.9552230909529535,0.044776909047046454,0.01578318558260796,0.01578318558260796,0.22405022874369956,0.9536458333333333,1.6184375
CIFAR,8,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.4729200899600982,0.949454394002499,1.0,1.0,1.778339147567749,4.452160835266113,cnn_experiments_data/arrays/cifar_8_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.8198030279250543,1.6228333333333333,0.9859858206707507,0.9550807882712851,0.044919211728714936,0.03670170522232851,0.03670170522232851,0.22745062140722938,0.9546875,1.6461458333333334
CIFAR,8,pure_logits,greedy_5_post_calib,5,4,0.4386084079742431,1.1035401915868388,0.0,1.0,1.778339147567749,9.273285150527954,cnn_experiments_data/arrays/cifar_8_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8453850677216884,1.5344166666666668,0.9873115770553499,0.9574786289938481,0.04252137100615194,0.007817830085754374,0.007817830085754374,0.21577073886976286,0.9495833333333333,1.515625
CIFAR,9,pure_logits,greedy_5_baseline,5,4,0.4776236116886139,,,,0.3854224681854248,0.0,cnn_experiments_data/arrays/cifar_9_pure_logits_greedy_5_baseline_2025-11-30.npz,0.8054660002228358,1.5985833333333332,0.9857802408594528,0.9549265733616433,0.04507342663835667,0.044412416150172544,0.044412416150172544,0.229168395486208,0.9482291666666667,1.5385416666666667
CIFAR,9,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4713701903820038,0.8510204081632653,,,0.3854224681854248,0.0236058235168457,cnn_experiments_data/arrays/cifar_9_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.8453850677216884,1.57825,0.9858935022902656,0.9547968868774812,0.04520311312251879,0.019696911382178467,0.019696911382178467,0.2251697858111254,0.9496875,1.5478125
CIFAR,9,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.4767399132251739,0.9337609329446064,1.0,1.0,0.3854224681854248,4.47357988357544,cnn_experiments_data/arrays/cifar_9_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.8054660002228358,1.5655,0.9857353924878838,0.954699895496224,0.04530010450377597,0.037107178484400136,0.037107178484400136,0.22854081103893736,0.9484375,1.5448958333333334
CIFAR,9,pure_logits,greedy_5_post_calib,5,4,0.4505538642406463,1.0932944606413992,0.163265306122449,1.0,0.3854224681854248,9.791156530380247,cnn_experiments_data/arrays/cifar_9_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.8330834261251312,1.5150833333333333,0.9867453971391843,0.9563034578422459,0.04369654215775409,0.008028998990853605,0.008028998990853605,0.21922787578120573,0.95125,1.5204166666666667
