dataset,split_idx,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path,threshold,set_size,auc,aurac,aorac,ece,ece_adaptive,brier_score,conformal_coverage,conformal_set_size
MNIST,4,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.030984703451395,0.7991670137442732,1.0,1.0,0.0172648429870605,4.369139671325684,cnn_experiments_data/arrays/mnist_4_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.999928784973506,0.9898147394397845,0.010185260560215514,0.003024679596935005,0.003024679596935005,0.015033093915600256,0.9904464285714286,1.0
MNIST,4,pure_logits,greedy_5_post_calib,5,4,0.0294795483350753,0.9573011245314452,0.5747605164514785,1.0,0.0172648429870605,13.50652527809143,cnn_experiments_data/arrays/mnist_4_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9999360680520711,0.9898431877727564,0.010156812227243628,0.0016934106158359194,0.0016934106158359194,0.014430242162616362,0.9908928571428571,1.0
MNIST,5,pure_logits,greedy_5_baseline,5,4,0.0346824489533901,,,,0.1117005348205566,0.0,cnn_experiments_data/arrays/mnist_5_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.999873308316376,0.9897835854389937,0.010216414561006304,0.005565732572759858,0.005565732572759858,0.015458149813043703,0.9905357142857143,1.0
MNIST,5,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.0342302694916725,0.7408163265306122,,,0.1117005348205566,0.0266520977020263,cnn_experiments_data/arrays/mnist_5_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9998750298351174,0.9897804289943662,0.010219571005633754,0.003181860470345998,0.003181860470345998,0.01488505900161737,0.9905357142857143,1.0
MNIST,5,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.0346555151045322,0.7926697209496043,1.0,1.0,0.1117005348205566,4.575105428695679,cnn_experiments_data/arrays/mnist_5_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9998718435662534,0.9897743557212021,0.010225644278797907,0.0027396595903804942,0.0027396595903804942,0.015305590495366155,0.990625,1.0
MNIST,5,pure_logits,greedy_5_post_calib,5,4,0.0319365374743938,1.0038817159516868,0.0,1.0,0.1117005348205566,9.71542239189148,cnn_experiments_data/arrays/mnist_5_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9998904350863826,0.9898287668617807,0.010171233138219327,0.0019067561796733325,0.0019067561796733325,0.01450781704180768,0.9907142857142858,1.0
MNIST,6,pure_logits,greedy_5_baseline,5,4,0.0309861470013856,,,,0.0153861045837402,0.0,cnn_experiments_data/arrays/mnist_6_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9999161532385795,0.989827416682087,0.010172583317913042,0.005577540768044375,0.005577540768044375,0.014659459095129126,0.9909821428571428,1.0
MNIST,6,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.0297034867107868,0.8510204081632653,,,0.0153861045837402,0.0244617462158203,cnn_experiments_data/arrays/mnist_6_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9999160887579966,0.9898265129871383,0.010173487012861693,0.0022440546452999364,0.0022440546452999364,0.014251410635019673,0.9909821428571428,1.0
MNIST,6,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.030324837192893,0.8405997501041232,1.0,1.0,0.0153861045837402,9.107582807540894,cnn_experiments_data/arrays/mnist_6_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9999145469242141,0.989821333267249,0.01017866673275103,0.0031014701638902784,0.0031014701638902784,0.014522757894590517,0.9908928571428571,1.0
MNIST,6,pure_logits,greedy_5_post_calib,5,4,0.0286013707518577,0.9651478550603916,0.5747605164514785,1.0,0.0153861045837402,8.987476110458374,cnn_experiments_data/arrays/mnist_6_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9999208055245651,0.9898391799645092,0.010160820035490792,0.001587197599666421,0.001587197599666421,0.013802460724270762,0.99125,1.0
MNIST,7,pure_logits,greedy_5_baseline,5,4,0.0342251993715763,,,,0.3676505088806152,0.0,cnn_experiments_data/arrays/mnist_7_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9999090957413298,0.9897990600805983,0.010200939919401741,0.005789041319063746,0.005789041319063746,0.01607797503057709,0.9905357142857143,1.0
MNIST,7,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.0337041430175304,0.7408163265306122,,,0.3676505088806152,0.0263595581054687,cnn_experiments_data/arrays/mnist_7_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.999910005452105,0.9897968107256694,0.010203189274330615,0.0021859817164285034,0.0021859817164285034,0.015477299729561944,0.9905357142857143,1.0
MNIST,7,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.0344183854758739,0.7666805497709288,1.0,1.0,0.3676505088806152,5.308121919631958,cnn_experiments_data/arrays/mnist_7_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9999071852157053,0.9897899810017702,0.01021001899822982,0.0037568595537117535,0.0037568595537117535,0.01597021334059365,0.990625,1.0
MNIST,7,pure_logits,greedy_5_post_calib,5,4,0.0315707623958587,0.980841316118284,0.3898375676801333,1.0,0.3676505088806152,9.774395227432253,cnn_experiments_data/arrays/mnist_7_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9999191068203362,0.9898121374210338,0.0101878625789662,0.0017086270451545393,0.0017086270451545393,0.01497363070061533,0.9908035714285715,1.0
MNIST,8,pure_logits,greedy_5_baseline,5,4,0.0310184117406606,,,,0.01664400100708,0.0,cnn_experiments_data/arrays/mnist_8_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9999069507414438,0.9898230874643187,0.010176912535681315,0.005214025840163259,0.005214025840163259,0.014291487410290793,0.9910714285714286,1.0
MNIST,8,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.0303879920393228,0.9061224489795918,,,0.01664400100708,0.0277502536773681,cnn_experiments_data/arrays/mnist_8_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9999074523396596,0.989820145252757,0.010179854747243033,0.0034522312070642473,0.0034522312070642473,0.014056967958536306,0.9910714285714286,1.0
MNIST,8,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.0309235230088233,0.9729945855893378,1.0,1.0,0.01664400100708,4.243011713027954,cnn_experiments_data/arrays/mnist_8_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9999067730731689,0.9898230655917338,0.01017693440826617,0.004825925846185009,0.004825925846185009,0.014268988296569862,0.9911607142857143,1.0
MNIST,8,pure_logits,greedy_5_post_calib,5,4,0.0285982862114906,1.149521032902957,0.3498542274052478,1.0,0.01664400100708,17.031908750534058,cnn_experiments_data/arrays/mnist_8_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9999227028543919,0.9898267988834345,0.0101732011165655,0.002351272455283617,0.002351272455283617,0.013495631009489386,0.9910714285714286,1.0
MNIST,9,pure_logits,greedy_5_baseline,5,4,0.0390089116990566,,,,0.101330280303955,0.0,cnn_experiments_data/arrays/mnist_9_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9998230906516297,0.9897088600669969,0.010291139933003124,0.0038640685294355336,0.0038640685294355336,0.018132654679882634,0.9880357142857142,1.0
MNIST,9,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.0387643575668334,0.9061224489795918,,,0.101330280303955,0.0276122093200683,cnn_experiments_data/arrays/mnist_9_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9998234979348201,0.9897050418955378,0.010294958104462237,0.001968995185835012,0.001968995185835012,0.01795902405419163,0.9880357142857142,1.0
MNIST,9,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.0389932952821254,0.9729945855893378,1.0,1.0,0.101330280303955,13.315594911575316,cnn_experiments_data/arrays/mnist_9_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9998230088235005,0.9897065570894463,0.010293442910553674,0.0034852967006820047,0.0034852967006820047,0.018117446098402747,0.9880357142857142,1.0
MNIST,9,pure_logits,greedy_5_post_calib,5,4,0.0368947759270668,1.119533527696793,0.534777176176593,1.0,0.101330280303955,12.027264595031738,cnn_experiments_data/arrays/mnist_9_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9998301430320282,0.9897235428456783,0.010276457154321683,0.0023183331319264347,0.0023183331319264347,0.017533463555172435,0.988125,1.0
FMNIST,0,pure_logits,greedy_5_baseline,5,3,0.2431933283805847,,,,0.5238363742828369,0.0,cnn_experiments_data/arrays/fmnist_0_pure_logits_greedy_5_baseline_2025-11-30.npz,0.667545889382688,1.1202857142857143,0.9945725064530935,0.9776665266300434,0.022333473369956613,0.009732651191098379,0.009732651191098379,0.12697786484832266,0.9375,1.0832142857142857
FMNIST,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,3,0.2427458018064499,0.9612244897959183,,,0.5238363742828369,0.026726484298706,cnn_experiments_data/arrays/fmnist_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6920475384471019,1.1279285714285714,0.9945751836377854,0.977665686762931,0.022334313237069026,0.006473791314022854,0.006473791314022854,0.1268308498978823,0.9370535714285714,1.0811607142857143
FMNIST,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,3,0.2428547739982605,0.9651478550603916,1.0,1.0,0.5238363742828369,5.36701250076294,cnn_experiments_data/arrays/fmnist_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.6920475384471019,1.1289285714285715,0.9945732436067788,0.9776549524645801,0.022345047535419882,0.007707564709442006,0.007707564709442006,0.1268698043467928,0.9374107142857143,1.0822321428571429
FMNIST,0,pure_logits,greedy_5_post_calib,5,3,0.2419111281633377,1.0121782590587256,0.0,1.0,0.5238363742828369,10.389752626419067,cnn_experiments_data/arrays/fmnist_0_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.6920475384471019,1.124,0.9945921840577601,0.977651006287493,0.02234899371250698,0.006467505831803621,0.006467505831803621,0.1264804569044933,0.9355357142857142,1.0769642857142858
FMNIST,1,pure_logits,greedy_5_baseline,5,4,0.2419875264167785,,,,0.0158991813659667,0.0,cnn_experiments_data/arrays/fmnist_1_pure_logits_greedy_5_baseline_2025-11-30.npz,0.667545889382688,1.1275714285714287,0.9945820032511081,0.9775575552945043,0.022442444705495723,0.013579854803425918,0.013579854803425918,0.12740130460170693,0.9499107142857143,1.11375
FMNIST,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2408354431390762,0.9061224489795918,,,0.0158991813659667,0.0246107578277587,cnn_experiments_data/arrays/fmnist_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6920475384471019,1.1255714285714287,0.9945851518896858,0.9775444086567213,0.02245559134327868,0.004632241877062014,0.004632241877062014,0.1269337329238058,0.9490178571428571,1.1085714285714285
FMNIST,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.2412272840738296,0.9320116618075802,1.0,1.0,0.0158991813659667,5.221172332763672,cnn_experiments_data/arrays/fmnist_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.667545889382688,1.1178571428571429,0.9945776216770247,0.9775590942141827,0.022440905785817256,0.007986793549997496,0.007986793549997496,0.1271423323275056,0.9494642857142858,1.1101785714285715
FMNIST,1,pure_logits,greedy_5_post_calib,5,4,0.2388682663440704,1.020474802165764,0.0,1.0,0.0158991813659667,10.954270839691162,cnn_experiments_data/arrays/fmnist_1_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.6920475384471019,1.1255714285714287,0.9946461457466732,0.9776217985734543,0.022378201426545674,0.00393297637360437,0.00393297637360437,0.12627520853641916,0.9508035714285714,1.1138392857142858
FMNIST,2,pure_logits,greedy_5_baseline,5,4,0.2383154481649398,,,,0.0168349742889404,0.0,cnn_experiments_data/arrays/fmnist_2_pure_logits_greedy_5_baseline_2025-11-30.npz,0.667545889382688,1.1250714285714285,0.9946982055655044,0.9779346636294927,0.022065336370507338,0.014814017229846517,0.014814017229846517,0.1248621390443749,0.9555357142857143,1.1342857142857143
FMNIST,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2365209460258484,0.9061224489795918,,,0.0168349742889404,0.0264384746551513,cnn_experiments_data/arrays/fmnist_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6920475384471019,1.1240714285714286,0.994703793088562,0.9779409078076609,0.022059092192339147,0.005971633322536922,0.005971633322536922,0.12420314076974127,0.9554464285714286,1.1321428571428571
FMNIST,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.2369478791952133,0.8950270720533111,1.0,1.0,0.0168349742889404,6.008971452713013,cnn_experiments_data/arrays/fmnist_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.6920475384471019,1.1260714285714286,0.9946890172233458,0.9779163913070015,0.022083608692998524,0.0065158262614692705,0.0065158262614692705,0.12437604852080635,0.9554464285714286,1.1320535714285713
FMNIST,2,pure_logits,greedy_5_post_calib,5,4,0.2353442758321762,0.9651478550603916,0.3731778425655977,1.0,0.0168349742889404,10.143801212310793,cnn_experiments_data/arrays/fmnist_2_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.6920475384471019,1.1183571428571428,0.9947586017558855,0.9779874642905982,0.02201253570940176,0.005022971915347269,0.005022971915347269,0.12372415607835374,0.9569642857142857,1.1376785714285715
FMNIST,3,pure_logits,greedy_5_baseline,5,3,0.2306180298328399,,,,0.0170865058898925,0.0,cnn_experiments_data/arrays/fmnist_3_pure_logits_greedy_5_baseline_2025-11-30.npz,0.6125392081841498,1.0967857142857143,0.9950024713278223,0.9790178764896373,0.02098212351036266,0.0220549320919173,0.0220549320919173,0.12003614519773355,0.950625,1.0963392857142857
FMNIST,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,3,0.2272385656833648,0.9061224489795918,,,0.0170865058898925,0.0259783267974853,cnn_experiments_data/arrays/fmnist_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.641094813436448,1.099,0.9950174035213388,0.9790237596164184,0.02097624038358159,0.01151893548241684,0.01151893548241684,0.11887305713091918,0.9505357142857143,1.0961607142857144
FMNIST,3,pure_logits,greedy_5_temp_calibrate_then_pool,5,3,0.2274691611528396,0.8802332361516034,1.0,1.0,0.0170865058898925,9.512478590011597,cnn_experiments_data/arrays/fmnist_3_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.641094813436448,1.0992857142857142,0.9950058558538064,0.9789935235962727,0.021006476403727325,0.011149758032390055,0.011149758032390055,0.11900726402872787,0.95125,1.0976785714285715
FMNIST,3,pure_logits,greedy_5_post_calib,5,3,0.2256902605295181,0.949454394002499,0.2448979591836734,1.0,0.0170865058898925,11.563169240951538,cnn_experiments_data/arrays/fmnist_3_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.667545889382688,1.1038571428571429,0.9950435527179208,0.9790820927741615,0.020917907225838528,0.008278165949242423,0.008278165949242423,0.11808088666858231,0.9498214285714286,1.0930357142857143
FMNIST,4,pure_logits,greedy_5_baseline,5,3,0.2408415377140045,,,,0.0145440101623535,0.0,cnn_experiments_data/arrays/fmnist_4_pure_logits_greedy_5_baseline_2025-11-30.npz,0.667545889382688,1.1315714285714287,0.9945906404433833,0.9778682521972021,0.02213174780279792,0.01834559996851853,0.01834559996851853,0.126350362033629,0.9547321428571428,1.1241071428571427
FMNIST,4,pure_logits,greedy_5_temp_pool_then_calibrate,5,3,0.2379139959812164,0.8510204081632653,,,0.0145440101623535,0.0233006477355957,cnn_experiments_data/arrays/fmnist_4_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6920475384471019,1.1185714285714285,0.9945986427224938,0.9778666595250063,0.022133340474993712,0.00614485111087565,0.00614485111087565,0.12560393622781288,0.9545535714285714,1.1224107142857143
FMNIST,4,pure_logits,greedy_5_temp_calibrate_then_pool,5,3,0.2385346889495849,0.8336526447313619,1.0,1.0,0.0145440101623535,5.5378618240356445,cnn_experiments_data/arrays/fmnist_4_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.6920475384471019,1.122,0.9945854745620762,0.9778205385581034,0.022179461441896642,0.006453955801469967,0.006453955801469967,0.1258150426489409,0.9554464285714286,1.1261607142857142
FMNIST,4,pure_logits,greedy_5_post_calib,5,3,0.2363937348127365,0.902423990004165,0.0,1.0,0.0145440101623535,14.748522996902466,cnn_experiments_data/arrays/fmnist_4_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.7147434321073759,1.125357142857143,0.9946160843178976,0.9779559311613226,0.022044068838677378,0.007304328953581166,0.007304328953581166,0.12512541747658665,0.9534821428571428,1.118125
FMNIST,5,pure_logits,greedy_5_baseline,5,4,0.2329870611429214,,,,0.0273010730743408,0.0,cnn_experiments_data/arrays/fmnist_5_pure_logits_greedy_5_baseline_2025-11-30.npz,0.641094813436448,1.1148571428571428,0.9949355057304781,0.978222176658785,0.02177782334121503,0.020184127007211995,0.020184127007211995,0.12276312095642347,0.9547321428571428,1.1151785714285714
FMNIST,5,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2286020368337631,0.8510204081632653,,,0.0273010730743408,0.0274925231933593,cnn_experiments_data/arrays/fmnist_5_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.667545889382688,1.1059285714285714,0.9949492435995261,0.978220699222182,0.021779300777817978,0.005372270430837343,0.005372270430837343,0.12139291147293409,0.9550892857142858,1.1140178571428572
FMNIST,5,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.2295720875263214,0.87533527696793,1.0,1.0,0.0273010730743408,5.446417331695557,cnn_experiments_data/arrays/fmnist_5_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.667545889382688,1.115,0.9949334333687766,0.9781946471324012,0.02180535286759877,0.009033761948347077,0.009033761948347077,0.12180948209360665,0.9554464285714286,1.1163392857142858
FMNIST,5,pure_logits,greedy_5_post_calib,5,4,0.2278998792171478,0.9573011245314452,0.3765097875885048,1.0,0.0273010730743408,12.04090929031372,cnn_experiments_data/arrays/fmnist_5_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.667545889382688,1.1065,0.9949800308684941,0.9783637208273286,0.021636279172671413,0.005651297522442703,0.005651297522442703,0.12099395602842969,0.9545535714285714,1.1134821428571429
FMNIST,6,pure_logits,greedy_5_baseline,5,5,0.239434078335762,,,,0.0171973705291748,0.0,cnn_experiments_data/arrays/fmnist_6_pure_logits_greedy_5_baseline_2025-11-30.npz,0.641094813436448,1.1227857142857143,0.9946842347897433,0.9783036731931342,0.02169632680686584,0.023404779835471064,0.023404779835471064,0.12495990748666325,0.95,1.1054464285714285
FMNIST,6,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.2346341013908386,0.8510204081632653,,,0.0171973705291748,0.0283339023590087,cnn_experiments_data/arrays/fmnist_6_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.667545889382688,1.1131428571428572,0.9947017053562697,0.9783056422205422,0.02169435777945783,0.00834383061528204,0.00834383061528204,0.1232797481309391,0.9509821428571429,1.1083035714285714
FMNIST,6,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.2358559519052505,0.8614410662224073,1.0,1.0,0.0171973705291748,5.106978178024292,cnn_experiments_data/arrays/fmnist_6_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.641094813436448,1.105357142857143,0.9946788318037042,0.9782612172728327,0.02173878272716734,0.012452645195381995,0.012452645195381995,0.12376810505910563,0.9499107142857143,1.104375
FMNIST,6,pure_logits,greedy_5_post_calib,5,5,0.2328535169363021,0.9729945855893378,0.1749271137026239,1.0,0.0171973705291748,12.064634561538696,cnn_experiments_data/arrays/fmnist_6_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.667545889382688,1.1127857142857143,0.9947419065730013,0.9783243065664281,0.021675693433571896,0.00646563778179034,0.00646563778179034,0.12282322818891846,0.9513392857142857,1.1089285714285715
