dataset,split_idx,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path,threshold,set_size,auc,aurac,aorac,ece,ece_adaptive,brier_score,conformal_coverage,conformal_set_size,misclassification
FMNIST,0,pure_logits,greedy_5_baseline,5,3,0.2431933283805847,,,,0.5238363742828369,0.0,cnn_experiments_data/arrays/fmnist_0_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9945725064530935,0.9776665266300434,0.022333473369956613,0.009248681898627946,0.009732651191098379,0.12697786484832266,0.9103571428571429,1.0,0.08778571428571429
FMNIST,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,3,0.2427458018064499,0.9612244897959183,,,0.5238363742828369,0.026726484298706,cnn_experiments_data/arrays/fmnist_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9945751836377854,0.977665686762931,0.022334313237069026,0.004925128551466099,0.006473791314022854,0.1268308498978823,0.9103571428571429,1.0,0.08778571428571429
FMNIST,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,3,0.2428547739982605,0.9651478550603916,1.0,1.0,0.5238363742828369,5.36701250076294,cnn_experiments_data/arrays/fmnist_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9945732436067788,0.9776549524645801,0.022345047535419882,0.0057638302871159215,0.007707564709442006,0.1268698043467928,0.9102678571428572,1.0,0.08785714285714286
FMNIST,0,pure_logits,greedy_5_post_calib,5,3,0.2419111281633377,1.0121782590587256,0.0,1.0,0.5238363742828369,10.389752626419067,cnn_experiments_data/arrays/fmnist_0_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9945921840577601,0.977651006287493,0.02234899371250698,0.0038699010142258265,0.006467505831803621,0.1264804569044933,0.9102678571428572,1.0,0.08792857142857143
FMNIST,1,pure_logits,greedy_5_baseline,5,4,0.2419875264167785,,,,0.0158991813659667,0.0,cnn_experiments_data/arrays/fmnist_1_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9945820032511081,0.9775575552945043,0.022442444705495723,0.013203446296708896,0.013579854803425918,0.12740130460170693,0.9125892857142858,1.0,0.08757142857142858
FMNIST,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2408354431390762,0.9061224489795918,,,0.0158991813659667,0.0246107578277587,cnn_experiments_data/arrays/fmnist_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9945851518896858,0.9775444086567213,0.02245559134327868,0.004467645494001276,0.004632241877062014,0.1269337329238058,0.9125892857142858,1.0,0.08757142857142858
FMNIST,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.2412272840738296,0.9320116618075802,1.0,1.0,0.0158991813659667,5.221172332763672,cnn_experiments_data/arrays/fmnist_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9945776216770247,0.9775590942141827,0.022440905785817256,0.00787957173798762,0.007986793549997496,0.1271423323275056,0.9127678571428571,1.0,0.08728571428571429
FMNIST,1,pure_logits,greedy_5_post_calib,5,4,0.2388682663440704,1.020474802165764,0.0,1.0,0.0158991813659667,10.954270839691162,cnn_experiments_data/arrays/fmnist_1_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9946461457466732,0.9776217985734543,0.022378201426545674,0.0036631806365080982,0.00393297637360437,0.12627520853641916,0.9133035714285714,1.0,0.08707142857142858
FMNIST,2,pure_logits,greedy_5_baseline,5,4,0.2383154481649398,,,,0.0168349742889404,0.0,cnn_experiments_data/arrays/fmnist_2_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9946982055655044,0.9779346636294927,0.022065336370507338,0.014987011681710011,0.014814017229846517,0.1248621390443749,0.915625,1.0,0.0855
FMNIST,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2365209460258484,0.9061224489795918,,,0.0168349742889404,0.0264384746551513,cnn_experiments_data/arrays/fmnist_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.994703793088562,0.9779409078076609,0.022059092192339147,0.005315540726695785,0.005971633322536922,0.12420314076974127,0.915625,1.0,0.0855
FMNIST,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.2369478791952133,0.8950270720533111,1.0,1.0,0.0168349742889404,6.008971452713013,cnn_experiments_data/arrays/fmnist_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9946890172233458,0.9779163913070015,0.022083608692998524,0.005733622980969311,0.0065158262614692705,0.12437604852080635,0.915625,1.0,0.08564285714285715
FMNIST,2,pure_logits,greedy_5_post_calib,5,4,0.2353442758321762,0.9651478550603916,0.3731778425655977,1.0,0.0168349742889404,10.143801212310793,cnn_experiments_data/arrays/fmnist_2_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9947586017558855,0.9779874642905982,0.02201253570940176,0.003260198863489324,0.005022971915347269,0.12372415607835374,0.9161607142857143,1.0,0.085
FMNIST,3,pure_logits,greedy_5_baseline,5,3,0.2306180298328399,,,,0.0170865058898925,0.0,cnn_experiments_data/arrays/fmnist_3_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9950024713278223,0.9790178764896373,0.02098212351036266,0.021909944687570862,0.0220549320919173,0.12003614519773355,0.9190178571428571,1.0,0.08057142857142857
FMNIST,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,3,0.2272385656833648,0.9061224489795918,,,0.0170865058898925,0.0259783267974853,cnn_experiments_data/arrays/fmnist_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9950174035213388,0.9790237596164184,0.02097624038358159,0.011519044829266445,0.01151893548241684,0.11887305713091918,0.9190178571428571,1.0,0.08057142857142857
FMNIST,3,pure_logits,greedy_5_temp_calibrate_then_pool,5,3,0.2274691611528396,0.8802332361516034,1.0,1.0,0.0170865058898925,9.512478590011597,cnn_experiments_data/arrays/fmnist_3_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9950058558538064,0.9789935235962727,0.021006476403727325,0.011149736536400659,0.011149758032390055,0.11900726402872787,0.9188392857142857,1.0,0.08064285714285714
FMNIST,3,pure_logits,greedy_5_post_calib,5,3,0.2256902605295181,0.949454394002499,0.2448979591836734,1.0,0.0170865058898925,11.563169240951538,cnn_experiments_data/arrays/fmnist_3_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9950435527179208,0.9790820927741615,0.020917907225838528,0.0068125395583255215,0.008278165949242423,0.11808088666858231,0.9200892857142857,1.0,0.07971428571428571
FMNIST,4,pure_logits,greedy_5_baseline,5,3,0.2408415377140045,,,,0.0145440101623535,0.0,cnn_experiments_data/arrays/fmnist_4_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9945906404433833,0.9778682521972021,0.02213174780279792,0.01824556873313019,0.01834559996851853,0.126350362033629,0.9142857142857143,1.005,0.09
FMNIST,4,pure_logits,greedy_5_temp_pool_then_calibrate,5,3,0.2379139959812164,0.8510204081632653,,,0.0145440101623535,0.0233006477355957,cnn_experiments_data/arrays/fmnist_4_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9945986427224938,0.9778666595250063,0.022133340474993712,0.005702423225556102,0.00614485111087565,0.12560393622781288,0.9139285714285714,1.0041964285714287,0.09
FMNIST,4,pure_logits,greedy_5_temp_calibrate_then_pool,5,3,0.2385346889495849,0.8336526447313619,1.0,1.0,0.0145440101623535,5.5378618240356445,cnn_experiments_data/arrays/fmnist_4_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9945854745620762,0.9778205385581034,0.022179461441896642,0.006102387577295305,0.006453955801469967,0.1258150426489409,0.9145535714285714,1.0050892857142857,0.09007142857142857
FMNIST,4,pure_logits,greedy_5_post_calib,5,3,0.2363937348127365,0.902423990004165,0.0,1.0,0.0145440101623535,14.748522996902466,cnn_experiments_data/arrays/fmnist_4_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9946160843178976,0.9779559311613226,0.022044068838677378,0.007268572975482285,0.007304328953581166,0.12512541747658665,0.9149107142857142,1.0041964285714287,0.08957142857142857
FMNIST,5,pure_logits,greedy_5_baseline,5,4,0.2329870611429214,,,,0.0273010730743408,0.0,cnn_experiments_data/arrays/fmnist_5_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9949355057304781,0.978222176658785,0.02177782334121503,0.02092812079616953,0.020184127007211995,0.12276312095642347,0.9158928571428572,1.0,0.08528571428571428
FMNIST,5,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2286020368337631,0.8510204081632653,,,0.0273010730743408,0.0274925231933593,cnn_experiments_data/arrays/fmnist_5_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9949492435995261,0.978220699222182,0.021779300777817978,0.004979168319276384,0.005372270430837343,0.12139291147293409,0.9158928571428572,1.0,0.08528571428571428
FMNIST,5,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.2295720875263214,0.87533527696793,1.0,1.0,0.0273010730743408,5.446417331695557,cnn_experiments_data/arrays/fmnist_5_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9949334333687766,0.9781946471324012,0.02180535286759877,0.009072335583823053,0.009033761948347077,0.12180948209360665,0.9160714285714285,1.0,0.08507142857142858
FMNIST,5,pure_logits,greedy_5_post_calib,5,4,0.2278998792171478,0.9573011245314452,0.3765097875885048,1.0,0.0273010730743408,12.04090929031372,cnn_experiments_data/arrays/fmnist_5_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9949800308684941,0.9783637208273286,0.021636279172671413,0.005630104503461325,0.005651297522442703,0.12099395602842969,0.9166964285714285,1.0,0.08485714285714285
FMNIST,6,pure_logits,greedy_5_baseline,5,5,0.239434078335762,,,,0.0171973705291748,0.0,cnn_experiments_data/arrays/fmnist_6_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9946842347897433,0.9783036731931342,0.02169632680686584,0.023299490006906634,0.023404779835471064,0.12495990748666325,0.9157142857142857,1.0,0.08492857142857142
FMNIST,6,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.2346341013908386,0.8510204081632653,,,0.0171973705291748,0.0283339023590087,cnn_experiments_data/arrays/fmnist_6_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9947017053562697,0.9783056422205422,0.02169435777945783,0.007597388290933181,0.00834383061528204,0.1232797481309391,0.9157142857142857,1.0,0.08492857142857142
FMNIST,6,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.2358559519052505,0.8614410662224073,1.0,1.0,0.0171973705291748,5.106978178024292,cnn_experiments_data/arrays/fmnist_6_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9946788318037042,0.9782612172728327,0.02173878272716734,0.011031619074089215,0.012452645195381995,0.12376810505910563,0.915625,1.0,0.08485714285714285
FMNIST,6,pure_logits,greedy_5_post_calib,5,5,0.2328535169363021,0.9729945855893378,0.1749271137026239,1.0,0.0171973705291748,12.064634561538696,cnn_experiments_data/arrays/fmnist_6_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9947419065730013,0.9783243065664281,0.021675693433571896,0.007791500572647378,0.00646563778179034,0.12282322818891846,0.9159821428571429,1.0,0.08471428571428571
FMNIST,7,pure_logits,greedy_5_baseline,5,4,0.231028601527214,,,,0.017906904220581,0.0,cnn_experiments_data/arrays/fmnist_7_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.994882240862745,0.978648003468989,0.021351996531011053,0.014490225136280056,0.015633425346442596,0.12036901396206862,0.9165178571428572,1.0,0.08378571428571428
FMNIST,7,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2291351556777954,0.9061224489795918,,,0.017906904220581,0.0292503833770751,cnn_experiments_data/arrays/fmnist_7_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9948827905783547,0.9786462703948059,0.021353729605194105,0.005466871153031045,0.006935393122690081,0.11969267545563496,0.9165178571428572,1.0,0.08378571428571428
FMNIST,7,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.229452982544899,0.8950270720533111,1.0,1.0,0.017906904220581,7.729004383087158,cnn_experiments_data/arrays/fmnist_7_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.994870924402489,0.9786304629177178,0.021369537082282175,0.005809339961835346,0.0076976351823125145,0.11978370316369218,0.9166071428571428,1.0,0.08371428571428571
FMNIST,7,pure_logits,greedy_5_post_calib,5,4,0.22830531001091,0.9729945855893378,0.2182423990004165,1.0,0.017906904220581,10.51147174835205,cnn_experiments_data/arrays/fmnist_7_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9949304343378126,0.9787192487570293,0.021280751242970686,0.004817063729677857,0.005669922315648602,0.11956400769025469,0.9165178571428572,1.0,0.08378571428571428
FMNIST,8,pure_logits,greedy_5_baseline,5,5,0.2407306134700775,,,,0.0182745456695556,0.0,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9944659995008289,0.9775951752711661,0.022404824728833872,0.018567803863968158,0.018353492953947628,0.12644247184740837,0.9117857142857143,1.0,0.08614285714285715
FMNIST,8,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.2375959753990173,0.8510204081632653,,,0.0182745456695556,0.0269293785095214,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9944751316294568,0.9776261940048409,0.022373805995159146,0.002530193205390641,0.004152348431093381,0.1253402697992109,0.9117857142857143,1.0,0.08614285714285715
FMNIST,8,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.2379803359508514,0.8614410662224073,1.0,1.0,0.0182745456695556,5.349544763565064,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.994464958817962,0.9775910545697128,0.022408945430287153,0.00530499548997195,0.005937228700944348,0.12557169772759288,0.911875,1.0,0.08607142857142858
FMNIST,8,pure_logits,greedy_5_post_calib,5,5,0.2371939867734909,0.949454394002499,0.2448979591836734,1.0,0.0182745456695556,10.2090265750885,cnn_experiments_data/arrays/fmnist_8_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9944705589771077,0.9776316299960583,0.02236837000394165,0.0034057962937014538,0.0037562137969902607,0.12505441250808852,0.9116964285714285,1.0,0.08642857142857142
FMNIST,9,pure_logits,greedy_5_baseline,5,4,0.2347074300050735,,,,0.0164263248443603,0.0,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9948802986055709,0.9786140870112098,0.021385912988790223,0.01971981930519855,0.0198445578813553,0.12264740279563056,0.9151785714285714,1.0,0.08342857142857144
FMNIST,9,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.2313964813947677,0.8510204081632653,,,0.0164263248443603,0.0253751277923584,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.994893654369509,0.9786058722407457,0.02139412775925431,0.0035059226879052075,0.003909040140254137,0.12144182899194902,0.9151785714285714,1.0,0.08342857142857144
FMNIST,9,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.2318324446678161,0.8614410662224073,1.0,1.0,0.0164263248443603,5.784407615661621,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9948850189545091,0.978608761806684,0.02139123819331601,0.006575117937156092,0.006782629464353819,0.12164894903774302,0.9149107142857142,1.0,0.08364285714285714
FMNIST,9,pure_logits,greedy_5_post_calib,5,4,0.2306791394948959,0.9246147438567264,0.4897959183673469,1.0,0.0164263248443603,10.93205451965332,cnn_experiments_data/arrays/fmnist_9_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9949010350706716,0.978562275385836,0.021437724614164044,0.003308879094464417,0.005696088601435899,0.12130937594374275,0.9150892857142857,1.0,0.0835
CIFAR,0,pure_logits,greedy_5_baseline,5,4,0.4801318347454071,,,,0.0164370536804199,0.0,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_baseline_2025-11-30.npz,0.6125392081841498,1.2556666666666667,0.9852972274801365,0.9535039728731262,0.04649602712687384,0.03451133744915327,0.034511341256399944,0.2322335595645596,0.8971875,1.2125,0.16175
CIFAR,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4780862331390381,0.8510204081632653,,,0.0164370536804199,0.0247807502746582,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.641094813436448,1.2335833333333333,0.9853636618378363,0.953449312435468,0.046550687564531956,0.015804802338282235,0.017008999762435743,0.2294146793689071,0.8978125,1.2113541666666667,0.16175
CIFAR,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.4802664518356323,0.9337609329446064,1.0,1.0,0.0164370536804199,4.653306007385254,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.6125392081841498,1.2429166666666667,0.9852345541030259,0.9533190018606742,0.0466809981393258,0.027179573287566514,0.027179582777122627,0.23182898505429994,0.8963541666666667,1.2080208333333333,0.16191666666666665
CIFAR,0,pure_logits,greedy_5_post_calib,5,4,0.459880381822586,1.094344023323615,0.2448979591836734,1.0,0.0164370536804199,10.128378629684448,cnn_experiments_data/arrays/cifar_0_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.641094813436448,1.2206666666666666,0.9861159615848688,0.9548465355732465,0.0451534644267535,0.006191730468223482,0.00890361427639922,0.22415233119596448,0.8946875,1.1915625,0.15841666666666668
CIFAR,1,pure_logits,greedy_5_baseline,5,5,0.4473716914653778,,,,0.0155308246612548,0.0,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_baseline_2025-11-30.npz,0.5484313160820696,1.17675,0.9870471099851631,0.9583370584684536,0.04166294153154637,0.04915828515589235,0.049564166518549134,0.21717205292649275,0.9065625,1.1864583333333334,0.14733333333333334
CIFAR,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4368791580200195,0.7959183673469388,,,0.0155308246612548,0.021451711654663,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6125392081841498,1.1796666666666666,0.987164358575605,0.9583809843230421,0.041619015676957916,0.012382209864755451,0.013630105475584683,0.21151708611144113,0.9070833333333334,1.1870833333333333,0.14733333333333334
CIFAR,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4452615082263946,0.8876301541024573,1.0,1.0,0.0155308246612548,4.707743883132935,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.5817116307735981,1.1956666666666667,0.9869210364347968,0.9581523004396564,0.04184769956034362,0.03717317389572662,0.03780606098100543,0.21606708674600528,0.9073958333333333,1.19125,0.14716666666666667
CIFAR,1,pure_logits,greedy_5_post_calib,5,5,0.4185636937618255,1.075801749271137,0.1699291961682632,1.0,0.0155308246612548,11.65662670135498,cnn_experiments_data/arrays/cifar_1_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.6125392081841498,1.1663333333333334,0.9880998201481533,0.9595191435575263,0.04048085644247368,0.0061116276246805795,0.007252095479518162,0.20792543599194097,0.9128125,1.1958333333333333,0.145
CIFAR,2,pure_logits,greedy_5_baseline,5,4,0.4622476696968078,,,,0.0180821418762207,0.0,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_baseline_2025-11-30.npz,0.5817116307735981,1.2176666666666667,0.9864596129510096,0.9572823894975688,0.04271761050243117,0.05035666142652433,0.050974411999185884,0.22267145521800952,0.8939583333333333,1.1689583333333333,0.15033333333333335
CIFAR,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.4533721208572387,0.7959183673469388,,,0.0180821418762207,0.0284125804901123,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6125392081841498,1.184,0.9865916937586116,0.9572920551161507,0.042707944883849325,0.01185598774751029,0.012806466810405231,0.21714137216696328,0.8945833333333333,1.1626041666666667,0.15033333333333335
CIFAR,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.4597862064838409,0.8683881715951687,1.0,1.0,0.0180821418762207,4.521759271621704,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.5817116307735981,1.1936666666666667,0.986358319323403,0.956938002210413,0.04306199778958697,0.03416647413124643,0.03395884784683585,0.2212466850559548,0.8923958333333334,1.1622916666666667,0.15075
CIFAR,2,pure_logits,greedy_5_post_calib,5,4,0.4353217780590057,1.0121782590587256,0.2432319866722199,1.0,0.0180821418762207,9.621597528457642,cnn_experiments_data/arrays/cifar_2_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.6125392081841498,1.17825,0.987364143118975,0.9585962423206809,0.04140375767931914,0.003283274093021966,0.006054624689122057,0.21216021133246318,0.8985416666666667,1.1691666666666667,0.148
CIFAR,3,pure_logits,greedy_5_baseline,5,5,0.4744132161140442,,,,0.0142552852630615,0.0,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_baseline_2025-11-30.npz,0.5817116307735981,1.2278333333333333,0.9862740602197976,0.9555946911961125,0.04440530880388749,0.05572553017735483,0.055728161128858755,0.2296548559117646,0.8944791666666667,1.1963541666666666,0.15475
CIFAR,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4625801742076874,0.7959183673469388,,,0.0142552852630615,0.0219175815582275,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.641094813436448,1.2215833333333332,0.9863985538528596,0.955676970264258,0.04432302973574198,0.015582350296278783,0.016397364461173593,0.2231185418349199,0.8920833333333333,1.1779166666666667,0.15475
CIFAR,3,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.472245842218399,0.854493960849646,1.0,1.0,0.0142552852630615,4.098713874816895,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.6125392081841498,1.2389166666666667,0.9860864031434152,0.9551807027990068,0.0448192972009932,0.03979962885379793,0.0399212775826454,0.2282079696583333,0.8946875,1.195625,0.15483333333333332
CIFAR,3,pure_logits,greedy_5_post_calib,5,5,0.4424954950809479,1.0583090379008746,0.0,1.0,0.0142552852630615,9.075127363204956,cnn_experiments_data/arrays/cifar_3_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.641094813436448,1.1964166666666667,0.9874429771600974,0.9571443950473945,0.04285560495260554,0.007134443076948296,0.008191887435813717,0.21868235496091992,0.894375,1.1735416666666667,0.15541666666666668
CIFAR,4,pure_logits,greedy_5_baseline,5,5,0.4572122395038605,,,,1.7329528331756592,0.0,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_baseline_2025-11-30.npz,0.5484313160820696,1.185,0.9870761994131401,0.9580316962388613,0.04196830376113869,0.05613051940004032,0.05613051503896715,0.21847392608438138,0.919375,1.2322916666666666,0.14558333333333334
CIFAR,4,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4452548921108246,0.7959183673469388,,,1.7329528331756592,1.9333195686340328,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6125392081841498,1.1834166666666666,0.9872081957426362,0.9580695897345681,0.04193041026543187,0.015972670304278548,0.016425743289291875,0.21156325792479605,0.9185416666666667,1.2217708333333333,0.14558333333333334
CIFAR,4,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4545066058635711,0.8614410662224073,1.0,1.0,1.7329528331756592,5.507111310958862,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.5817116307735981,1.19625,0.9869493453941658,0.9577369329272768,0.042263067072723204,0.040252469745775066,0.04026416577895484,0.2167270034823604,0.9180208333333333,1.2290625,0.14625
CIFAR,4,pure_logits,greedy_5_post_calib,5,5,0.4249272346496582,1.0583090379008746,0.0,1.0,1.7329528331756592,11.767098903656006,cnn_experiments_data/arrays/cifar_4_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.6125392081841498,1.1719166666666667,0.9879796731896455,0.9594019403628131,0.04059805963718688,0.0051267556237677555,0.006406593460589616,0.20660392610787684,0.9153125,1.1990625,0.14508333333333334
CIFAR,5,pure_logits,greedy_5_baseline,5,5,0.4630910158157348,,,,0.0137915611267089,0.0,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_baseline_2025-11-30.npz,0.5484313160820696,1.18675,0.9868392491278097,0.957714820574782,0.042285179425218034,0.05496535533542435,0.05509652959555389,0.22296208320529104,0.89375,1.1610416666666667,0.151
CIFAR,5,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4528700709342956,0.8510204081632653,,,0.0137915611267089,0.0218913555145263,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.6125392081841498,1.2078333333333333,0.9869660867546525,0.9576561644085257,0.042343835591474255,0.027166251021126925,0.028121651946256543,0.21755803840548082,0.8928125,1.1535416666666667,0.151
CIFAR,5,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4617373049259186,0.9337609329446064,1.0,1.0,0.0137915611267089,4.455533504486084,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.5817116307735981,1.2121666666666666,0.9867833390209431,0.9575369130173055,0.04246308698269452,0.048445800883074604,0.048315456104775265,0.22220754875977516,0.894375,1.1621875,0.15125
CIFAR,5,pure_logits,greedy_5_post_calib,5,5,0.4245449900627136,1.1311286963765097,0.0,1.0,0.0137915611267089,9.555095672607422,cnn_experiments_data/arrays/cifar_5_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.6125392081841498,1.177,0.9879944103091374,0.9591148852397164,0.04088511476028356,0.009074206768224631,0.009291242605696118,0.20905231156202536,0.8916666666666667,1.135625,0.14633333333333334
CIFAR,6,pure_logits,greedy_5_baseline,5,5,0.4605192840099334,,,,0.0141208171844482,0.0,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_baseline_2025-11-30.npz,0.5817116307735981,1.2086666666666666,0.9862241357890571,0.9573131146335456,0.042686885366454375,0.04495705946286518,0.045004360554118966,0.22128150389867013,0.9076041666666667,1.2157291666666667,0.15083333333333335
CIFAR,6,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4535734951496124,0.7959183673469388,,,0.0141208171844482,0.0227737426757812,cnn_experiments_data/arrays/cifar_6_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.641094813436448,1.2019166666666667,0.9863581794462043,0.9573162977233476,0.04268370227665241,0.010101418815553195,0.010093260248502073,0.2162134682657884,0.9101041666666667,1.2178125,0.15083333333333335
