dataset,split_idx,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path,threshold,set_size,auc,aurac,aorac,ece,ece_adaptive,brier_score,conformal_coverage,conformal_set_size,misclassification
MNIST,7,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.0344183854758739,0.7666805497709288,1.0,1.0,0.3676505088806152,5.308121919631958,cnn_experiments_data/arrays/mnist_7_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9999071852157053,0.9897899810017702,0.01021001899822982,0.0031007048615387116,0.0037568595537117535,0.01597021334059365,0.990625,1.0,0.0095
MNIST,7,pure_logits,greedy_5_post_calib,5,4,0.0315707623958587,0.980841316118284,0.3898375676801333,1.0,0.3676505088806152,9.774395227432253,cnn_experiments_data/arrays/mnist_7_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9999191068203362,0.9898121374210338,0.0101878625789662,0.0021722891096557437,0.0017086270451545393,0.01497363070061533,0.9908035714285715,1.0,0.009428571428571429
MNIST,8,pure_logits,greedy_5_baseline,5,4,0.0310184117406606,,,,0.01664400100708,0.0,cnn_experiments_data/arrays/mnist_8_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9999069507414438,0.9898230874643187,0.010176912535681315,0.00489528271981648,0.005214025840163259,0.014291487410290793,0.9910714285714286,1.0,0.00842857142857143
MNIST,8,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.0303879920393228,0.9061224489795918,,,0.01664400100708,0.0277502536773681,cnn_experiments_data/arrays/mnist_8_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9999074523396596,0.989820145252757,0.010179854747243033,0.003258179815752161,0.0034522312070642473,0.014056967958536306,0.9910714285714286,1.0,0.00842857142857143
MNIST,8,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.0309235230088233,0.9729945855893378,1.0,1.0,0.01664400100708,4.243011713027954,cnn_experiments_data/arrays/mnist_8_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9999067730731689,0.9898230655917338,0.01017693440826617,0.004615132274372227,0.004825925846185009,0.014268988296569862,0.9911607142857143,1.0,0.008357142857142856
MNIST,8,pure_logits,greedy_5_post_calib,5,4,0.0285982862114906,1.149521032902957,0.3498542274052478,1.0,0.01664400100708,17.031908750534058,cnn_experiments_data/arrays/mnist_8_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9999227028543919,0.9898267988834345,0.0101732011165655,0.0018944090796367942,0.002351272455283617,0.013495631009489386,0.9910714285714286,1.0,0.0085
MNIST,9,pure_logits,greedy_5_baseline,5,4,0.0390089116990566,,,,0.101330280303955,0.0,cnn_experiments_data/arrays/mnist_9_pure_logits_greedy_5_baseline_2025-11-30.npz,0.0,1.0,0.9998230906516297,0.9897088600669969,0.010291139933003124,0.003864082998463091,0.0038640685294355336,0.018132654679882634,0.9880357142857142,1.0,0.0115
MNIST,9,pure_logits,greedy_5_temp_pool_then_calibrate,5,4,0.0387643575668334,0.9061224489795918,,,0.101330280303955,0.0276122093200683,cnn_experiments_data/arrays/mnist_9_pure_logits_greedy_5_temp_pool_then_calibrate_2025-11-30.npz,0.0,1.0,0.9998234979348201,0.9897050418955378,0.010294958104462237,0.0019877646011965946,0.001968995185835012,0.01795902405419163,0.9880357142857142,1.0,0.0115
MNIST,9,pure_logits,greedy_5_temp_calibrate_then_pool,5,4,0.0389932952821254,0.9729945855893378,1.0,1.0,0.101330280303955,13.315594911575316,cnn_experiments_data/arrays/mnist_9_pure_logits_greedy_5_temp_calibrate_then_pool_2025-11-30.npz,0.0,1.0,0.9998230088235005,0.9897065570894463,0.010293442910553674,0.003485382895384532,0.0034852967006820047,0.018117446098402747,0.9880357142857142,1.0,0.0115
MNIST,9,pure_logits,greedy_5_post_calib,5,4,0.0368947759270668,1.119533527696793,0.534777176176593,1.0,0.101330280303955,12.027264595031738,cnn_experiments_data/arrays/mnist_9_pure_logits_greedy_5_post_calib_2025-11-30.npz,0.0,1.0,0.9998301430320282,0.9897235428456783,0.010276457154321683,0.001869088390043795,0.0023183331319264347,0.017533463555172435,0.988125,1.0,0.011428571428571429
