dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,threshold,set_size,auc
imdb,4,convex_comb,greedy_50_calib_every_step,8,8,0.1005255877971649,1.5865389421074554,0.3098708871303623,1.0,llm_experiments_data/arrays/ftc_imdb_4_convex_comb_greedy_50_calib_every_step_2025-04-25.npz,0.9932998840740801,1.49192,0.9936019353448382
imdb,4,pure_logits,greedy_unique_5_baseline,5,5,0.122335098683834,,,,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_unique_5_baseline_2025-04-25.npz,0.9994217103165082,1.4724,0.9935110521355315
imdb,4,pure_logits,greedy_50_baseline,50,14,0.1074721291661262,,,,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_baseline_2025-04-25.npz,0.9981766675820978,1.63836,0.9906149942389754
imdb,4,pure_logits,greedy_50_temp_baseline,50,14,0.1072030439972877,1.0163265306122449,,,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_temp_baseline_2025-04-25.npz,0.9980315976229037,1.6442,0.9906150070389766
imdb,4,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1014102846384048,1.5122448979591838,,,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_unique_5_temp_baseline_2025-04-25.npz,0.9927668021552672,1.46788,0.9935110905355358
imdb,4,pure_logits,greedy_unique_5_post_calib,5,5,0.1012125760316848,1.5184173261141192,1.1895043731778423,1.0,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz,0.9927668021552672,1.46744,0.9935274553372114
imdb,4,pure_logits,greedy_50_post_calib,50,14,0.1013088077306747,1.4192086630570595,0.6097459391920034,1.0,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_post_calib_2025-04-25.npz,0.9946747716526181,1.57628,0.9926363928459666
imdb,4,pure_logits,greedy_50_calib_once,6,6,0.1006980165839195,1.573744273219492,1.0912119950020824,1.0,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_calib_once_2025-04-25.npz,0.9927668021552672,1.50176,0.9935585209403925
imdb,4,pure_logits,greedy_50_calib_every_step,10,9,0.0993617177009582,1.4306538942107456,1.784256559766764,1.0,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_calib_every_step_2025-04-25.npz,0.9937936782064581,1.4716,0.9934308121273152
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_baseline,5,5,0.5085240006446838,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_baseline_2025-04-25.npz,0.9942510800363944,2.7872099603848333,0.9290633270075307
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_baseline,50,21,0.4772296249866485,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_baseline_2025-04-25.npz,0.9893935394612752,2.785795132993775,0.9368018379395576
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_temp_baseline,50,21,0.4756306111812591,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_temp_baseline_2025-04-25.npz,0.9855933637950631,2.769949066213922,0.9368225785097898
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5069676637649536,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz,0.9915700228248736,2.7823995472552348,0.9290695234186525
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_post_calib,5,5,0.4978741705417633,1.3182007496876302,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz,0.9804316278758956,2.7767402376910018,0.9320692929877398
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_post_calib,50,21,0.4720787703990936,1.297109537692628,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_post_calib_2025-04-25.npz,0.9844471273184587,2.8305036785512168,0.9386997230481965
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_once,11,11,0.4709318876266479,1.809645980841316,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_once_2025-04-25.npz,0.9832096927272072,2.7608941709111487,0.941495389903554
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_every_step,11,11,0.4709318876266479,1.809645980841316,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_every_step_2025-04-25.npz,0.9832096927272072,2.7608941709111487,0.941495389903554
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_baseline,5,5,0.5085240006446838,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_baseline_2025-04-25.npz,0.9942510800363944,2.7872099603848333,0.9290633270075307
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,21,0.4772296249866485,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-04-25.npz,0.9893935394612752,2.785795132993775,0.9368018379395576
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_baseline,50,21,0.4756306111812591,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_baseline_2025-04-25.npz,0.9855933637950631,2.769949066213922,0.9368225785097898
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5069676637649536,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_temp_baseline_2025-04-25.npz,0.9915700228248736,2.7823995472552348,0.9290695234186525
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_post_calib,5,5,0.4809848666191101,1.5060724698042485,0.2448979591836734,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz,0.9788747077456621,2.727787209960385,0.9375954362587753
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,21,0.4686969518661499,1.4393002915451896,0.6547271970012495,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-04-25.npz,0.9844471273184587,2.795415959252971,0.9404750961557914
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_once,21,18,0.4578535556793213,1.352436484798001,3.598500624739692,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_once_2025-04-25.npz,0.9932998840740801,2.848330503678551,0.9416118386515594
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_every_step,27,22,0.4573648571968078,1.2518783840066638,3.861724281549355,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_every_step_2025-04-25.npz,0.9942510800363944,2.8497453310696095,0.9415286441045039
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_baseline,5,5,0.5095067620277405,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_baseline_2025-04-25.npz,0.9960794578607566,2.8123938879456705,0.934845249918851
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_baseline,50,23,0.4770248830318451,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_baseline_2025-04-25.npz,0.9885496566989003,2.7589134125636674,0.9369353206473603
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_temp_baseline,50,23,0.4765161573886871,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_temp_baseline_2025-04-25.npz,0.9855933637950631,2.7815506508206,0.9369683244756878
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5042905211448669,1.126530612244898,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz,0.9927668021552672,2.8123938879456705,0.9347352591141966
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_post_calib,5,5,0.4908716082572937,1.3848729695960018,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz,0.9855933637950631,2.816921335597057,0.9362026150431181
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_post_calib,50,23,0.4723294973373413,1.2619741774260724,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_post_calib_2025-04-25.npz,0.9844471273184587,2.8132427843803054,0.9386687909011476
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_once,14,14,0.4696155786514282,1.7397251145356103,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_once_2025-04-25.npz,0.9844471273184587,2.788907753254103,0.9405770116511535
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_every_step,10,10,0.4708119332790375,1.8202915451895043,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_every_step_2025-04-25.npz,0.9844471273184587,2.8251273344651953,0.9413160274521001
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_baseline,5,5,0.5095067620277405,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_baseline_2025-04-25.npz,0.9960794578607566,2.8123938879456705,0.934845249918851
