dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,threshold,set_size,auc
imdb,2,convex_comb,greedy_unique_5_post_calib,5,5,0.1368316859006881,0.8683881715951687,0.0,1.0,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz,0.9901752286196761,1.74104,0.9865667850027423
imdb,2,convex_comb,greedy_50_post_calib,50,21,0.1250255107879638,1.0121782590587256,0.0,1.0,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_50_post_calib_2025-04-20.npz,0.992191306592376,1.73632,0.9887166135786327
imdb,2,convex_comb,greedy_50_calib_once,19,15,0.1252444088459015,1.809645980841316,0.051478550603915,1.0,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_50_calib_once_2025-04-20.npz,0.9876386320173118,1.71472,0.989556620516237
imdb,2,convex_comb,greedy_50_calib_every_step,12,12,0.1270406395196914,2.032753019575177,0.0539775093710953,1.0,llm_experiments_data/arrays/imdb_2_convex_comb_greedy_50_calib_every_step_2025-04-20.npz,0.9866551233980249,1.7992,0.9895573821167245
imdb,2,pure_logits,greedy_unique_5_baseline,5,5,0.1384223103523254,,,,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_unique_5_baseline_2025-04-20.npz,0.9844471273184587,1.72236,0.9866834186773878
imdb,2,pure_logits,greedy_50_baseline,50,21,0.1249853745102882,,,,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_baseline_2025-04-20.npz,0.992191306592376,1.71244,0.9887088663736744
imdb,2,pure_logits,greedy_50_temp_baseline,50,21,0.1251706480979919,1.0163265306122449,,,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_temp_baseline_2025-04-20.npz,0.9915700228248736,1.71272,0.9887088695736764
imdb,2,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1362000554800033,0.9061224489795918,,,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9901752286196761,1.74656,0.986683418677388
imdb,2,pure_logits,greedy_unique_5_post_calib,5,5,0.1345534473657608,1.265472719700125,0.6547271970012495,1.0,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz,0.9866551233980249,1.68204,0.9879613138952409
imdb,2,pure_logits,greedy_50_post_calib,50,21,0.1247840598225593,1.1875052061640985,0.9129529362765514,1.0,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_post_calib_2025-04-20.npz,0.9908993078017677,1.69876,0.9889449945247965
imdb,2,pure_logits,greedy_50_calib_once,31,17,0.1248313933610916,1.1311286963765097,3.4835485214493964,1.0,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_calib_once_2025-04-20.npz,0.992191306592376,1.67484,0.9889761433447317
imdb,2,pure_logits,greedy_50_calib_every_step,22,15,0.1243100762367248,1.075801749271137,3.65847563515202,1.0,llm_experiments_data/arrays/imdb_2_pure_logits_greedy_50_calib_every_step_2025-04-20.npz,0.9932998840740801,1.73124,0.9887160375782641
imdb,3,convex_comb,greedy_unique_5_baseline,5,5,0.1308992207050323,,,,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_unique_5_baseline_2025-04-20.npz,0.9866551233980249,1.69944,0.9872248545598752
imdb,3,convex_comb,greedy_50_baseline,50,20,0.1263695061206817,,,,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_baseline_2025-04-20.npz,0.9946747716526181,1.7674,0.9885251149485965
imdb,3,convex_comb,greedy_50_temp_baseline,50,20,0.1261262595653534,1.0163265306122449,,,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_temp_baseline_2025-04-20.npz,0.9942510800363944,1.77196,0.9885251149485966
imdb,3,convex_comb,greedy_unique_5_temp_baseline,5,5,0.1308252960443496,0.9061224489795918,,,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9915700228248736,1.71324,0.9872248545598753
imdb,3,convex_comb,greedy_unique_5_post_calib,5,5,0.1306636780500412,0.8186588921282799,0.0489795918367346,1.0,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz,0.9927668021552672,1.73216,0.9870314540791956
imdb,3,convex_comb,greedy_50_post_calib,50,20,0.126663938164711,0.949454394002499,0.073469387755102,1.0,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_post_calib_2025-04-20.npz,0.9954307788259918,1.78388,0.9884149409633008
imdb,3,convex_comb,greedy_50_calib_once,20,17,0.128183513879776,1.809645980841316,0.146938775510204,1.0,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_calib_once_2025-04-20.npz,0.992191306592376,1.72684,0.9898480443812008
imdb,3,convex_comb,greedy_50_calib_every_step,20,16,0.128837764263153,1.7658642232403166,0.1664306538942107,1.0,llm_experiments_data/arrays/imdb_3_convex_comb_greedy_50_calib_every_step_2025-04-20.npz,0.992191306592376,1.68256,0.9894984118197137
imdb,3,pure_logits,greedy_unique_5_baseline,5,5,0.1308992207050323,,,,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_unique_5_baseline_2025-04-20.npz,0.9866551233980249,1.69944,0.9872248545598752
imdb,3,pure_logits,greedy_50_baseline,50,20,0.1263695061206817,,,,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_baseline_2025-04-20.npz,0.9946747716526181,1.7674,0.9885251149485965
imdb,3,pure_logits,greedy_50_temp_baseline,50,20,0.1261262595653534,1.0163265306122449,,,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_temp_baseline_2025-04-20.npz,0.9942510800363944,1.77196,0.9885251149485966
imdb,3,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1308252960443496,0.9061224489795918,,,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9915700228248736,1.71324,0.9872248545598753
imdb,3,pure_logits,greedy_unique_5_post_calib,5,5,0.130712553858757,1.0224739691795086,0.9062890462307372,1.0,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz,0.9908993078017677,1.70444,0.9877056693326729
imdb,3,pure_logits,greedy_50_post_calib,50,20,0.126470685005188,1.0828488129945857,0.9662640566430654,1.0,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_post_calib_2025-04-20.npz,0.9937936782064581,1.68892,0.9886455898447137
imdb,3,pure_logits,greedy_50_calib_once,22,14,0.125908225774765,1.3963182007496877,2.620574760516451,1.0,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_calib_once_2025-04-20.npz,0.9942510800363944,1.7318,0.9896297252324359
imdb,3,pure_logits,greedy_50_calib_every_step,20,15,0.1265313327312469,1.3182007496876302,2.3590170762182425,1.0,llm_experiments_data/arrays/imdb_3_pure_logits_greedy_50_calib_every_step_2025-04-20.npz,0.995067237475685,1.81276,0.9894132877039143
imdb,4,convex_comb,greedy_unique_5_baseline,5,5,0.1434182375669479,,,,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_unique_5_baseline_2025-04-20.npz,0.9977059127281483,1.80192,0.9861034289769911
imdb,4,convex_comb,greedy_50_baseline,50,21,0.1295195668935775,,,,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_baseline_2025-04-20.npz,0.9966360458204521,1.74796,0.9884251572147362
imdb,4,convex_comb,greedy_50_temp_baseline,50,21,0.1278975158929824,1.0714285714285714,,,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_temp_baseline_2025-04-20.npz,0.995067237475685,1.74648,0.9884251572147361
imdb,4,convex_comb,greedy_unique_5_temp_baseline,5,5,0.1366505622863769,1.1816326530612244,,,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9942510800363944,1.81356,0.986103448176993
imdb,4,convex_comb,greedy_unique_5_post_calib,5,5,0.1342167854309082,1.352436484798001,0.0,1.0,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz,0.9915700228248736,1.81656,0.9867844786467306
imdb,4,convex_comb,greedy_50_post_calib,50,21,0.1290177553892135,1.0453644314868804,0.0489795918367346,1.0,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_post_calib_2025-04-20.npz,0.9960794578607566,1.74816,0.9884471892169922
imdb,4,convex_comb,greedy_50_calib_once,26,16,0.1291943937540054,1.809645980841316,0.073469387755102,1.0,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_calib_once_2025-04-20.npz,0.992191306592376,1.78708,0.9896007925351211
imdb,4,convex_comb,greedy_50_calib_every_step,24,17,0.1282742172479629,1.573744273219492,0.073469387755102,1.0,llm_experiments_data/arrays/imdb_4_convex_comb_greedy_50_calib_every_step_2025-04-20.npz,0.9932998840740801,1.72584,0.9889409748675557
imdb,4,pure_logits,greedy_unique_5_baseline,5,5,0.1434182375669479,,,,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_unique_5_baseline_2025-04-20.npz,0.9977059127281483,1.80192,0.9861034289769911
imdb,4,pure_logits,greedy_50_baseline,50,21,0.1295195668935775,,,,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_baseline_2025-04-20.npz,0.9966360458204521,1.74796,0.9884251572147362
imdb,4,pure_logits,greedy_50_temp_baseline,50,21,0.1278975158929824,1.0714285714285714,,,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_temp_baseline_2025-04-20.npz,0.995067237475685,1.74648,0.9884251572147361
imdb,4,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1366505622863769,1.1816326530612244,,,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9942510800363944,1.81356,0.986103448176993
imdb,4,pure_logits,greedy_unique_5_post_calib,5,5,0.1334708333015442,1.5106705539358602,0.7663473552686381,1.0,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz,0.9901752286196761,1.73128,0.9878543731562878
imdb,4,pure_logits,greedy_50_post_calib,50,21,0.1289136707782745,0.995585172844648,1.0329029571012078,1.0,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_post_calib_2025-04-20.npz,0.9963683992351303,1.763,0.9883557844076324
imdb,4,pure_logits,greedy_50_calib_once,18,12,0.12814661860466,1.1285797584339858,3.358600583090379,1.0,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_calib_once_2025-04-20.npz,0.995767527418137,1.7936,0.9881219219836848
imdb,4,pure_logits,greedy_50_calib_every_step,15,12,0.127146378159523,0.9872886297376092,3.1236984589754275,1.0,llm_experiments_data/arrays/imdb_4_pure_logits_greedy_50_calib_every_step_2025-04-20.npz,0.9963683992351303,1.81148,0.988239365195711
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_baseline,5,5,0.5419113039970398,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_baseline_2025-04-20.npz,0.9968839670286543,2.852574985851726,0.9200405992173505
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_baseline,50,26,0.5077022314071655,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_baseline_2025-04-20.npz,0.9932998840740801,2.850028296547821,0.9284023880126302
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_temp_baseline,50,26,0.5073590278625488,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_temp_baseline_2025-04-20.npz,0.9927668021552672,2.850028296547821,0.9284016779993044
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5396257042884827,1.0714285714285714,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9954307788259918,2.8522920203735143,0.9199894908756591
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_post_calib,5,5,0.5348957180976868,1.231686797167847,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz,0.992191306592376,2.859366157328806,0.9208950442112602
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_post_calib,50,26,0.5072115659713745,1.0583090379008746,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_post_calib_2025-04-20.npz,0.992191306592376,2.841822297679683,0.9285380386142132
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_once,12,12,0.5144015550613403,2.054843815077051,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_once_2025-04-20.npz,0.9804316278758956,2.8851160158460667,0.9291031059675433
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_every_step,20,17,0.5087190270423889,1.5481549354435653,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_every_step_2025-04-20.npz,0.9866551233980249,2.7156196943972835,0.9294601176922134
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_baseline,5,5,0.5419113039970398,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_baseline_2025-04-20.npz,0.9968839670286543,2.852574985851726,0.9200405992173505
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,26,0.5077022314071655,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-04-20.npz,0.9932998840740801,2.850028296547821,0.9284023880126302
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_baseline,50,26,0.5073590278625488,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_baseline_2025-04-20.npz,0.9927668021552672,2.850028296547821,0.9284016779993044
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5396257042884827,1.0714285714285714,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9954307788259918,2.8522920203735143,0.9199894908756591
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_post_calib,5,5,0.5301840305328369,1.3603831736776342,0.7530195751770096,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz,0.9901752286196761,2.8604980192416525,0.9222720802630114
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,26,0.5067362785339355,1.153219491878384,0.932944606413994,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-04-20.npz,0.9915700228248736,2.8471986417657047,0.9288870641711057
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_once,24,20,0.5092896223068237,1.7804581424406498,1.799250312369846,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_once_2025-04-20.npz,0.9844471273184587,2.888511601584607,0.9292487823901711
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_every_step,20,18,0.5079548954963684,1.5060724698042485,1.639316951270304,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_every_step_2025-04-20.npz,0.9901752286196761,2.888228636106395,0.9293078686545136
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_baseline,5,5,0.5260146856307983,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_baseline_2025-04-20.npz,0.9971136166070437,2.853423882286361,0.9231858710616615
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_baseline,50,26,0.4963533878326416,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_baseline_2025-04-20.npz,0.992191306592376,2.83446519524618,0.9304570595439229
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_temp_baseline,50,26,0.4962351024150848,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_temp_baseline_2025-04-20.npz,0.9915700228248736,2.8333333333333335,0.9304559260480545
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_temp_baseline,5,5,0.524638831615448,1.126530612244898,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9946747716526181,2.8556876061120544,0.9230671490582631
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_post_calib,5,5,0.5222525596618652,1.286563931695127,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz,0.9908993078017677,2.8576683644595358,0.923774768062335
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_post_calib,50,26,0.4968961179256439,1.121932528113286,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_post_calib_2025-04-20.npz,0.9893935394612752,2.8217317487266556,0.9306072784196745
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_once,19,17,0.5097183585166931,2.0716867971678465,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_once_2025-04-20.npz,0.9818738040176085,2.9108658743633278,0.9289581743292065
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_every_step,21,19,0.5016462802886963,1.6980924614743858,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_every_step_2025-04-20.npz,0.9866551233980249,2.8358800226372383,0.9301911171916085
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_baseline,5,5,0.5260146856307983,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_baseline_2025-04-20.npz,0.9971136166070437,2.853423882286361,0.9231858710616615
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_baseline,50,26,0.4963533878326416,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_baseline_2025-04-20.npz,0.992191306592376,2.83446519524618,0.9304570595439229
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_baseline,50,26,0.4962351024150848,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_baseline_2025-04-20.npz,0.9915700228248736,2.8333333333333335,0.9304559260480545
