dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,aurac,aorac
imdb,4,pure_logits,greedy_unique_5_post_calib,5,5,0.1012125760316848,1.5184173261141192,1.1895043731778423,1.0,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz,0.9859986627997077,0.014001337200292285
imdb,4,pure_logits,greedy_50_post_calib,50,14,0.1013088077306747,1.4192086630570595,0.6097459391920034,1.0,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_post_calib_2025-04-25.npz,0.9852987490617404,0.01470125093825958
imdb,4,pure_logits,greedy_50_calib_once,6,6,0.1006980165839195,1.573744273219492,1.0912119950020824,1.0,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_calib_once_2025-04-25.npz,0.986014881500553,0.013985118499446947
imdb,4,pure_logits,greedy_50_calib_every_step,10,9,0.0993617177009582,1.4306538942107456,1.784256559766764,1.0,llm_experiments_data/arrays/ftc_imdb_4_pure_logits_greedy_50_calib_every_step_2025-04-25.npz,0.9859307543256864,0.014069245674313557
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_baseline,5,5,0.5085240006446838,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_baseline_2025-04-25.npz,0.9066999582004225,0.09330004179957752
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_baseline,50,21,0.4772296249866485,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_baseline_2025-04-25.npz,0.9174950269338471,0.0825049730661529
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_temp_baseline,50,21,0.4756306111812591,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_temp_baseline_2025-04-25.npz,0.917528046939206,0.08247195306079402
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_temp_baseline,5,5,0.5069676637649536,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_temp_baseline_2025-04-25.npz,0.9067197252154624,0.0932802747845376
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_post_calib,5,5,0.4978741705417633,1.3182007496876302,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_post_calib_2025-04-25.npz,0.9109677283296232,0.08903227167037675
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_post_calib,50,21,0.4720787703990936,1.297109537692628,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_post_calib_2025-04-25.npz,0.9208175118240248,0.07918248817597517
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_once,11,11,0.4709318876266479,1.809645980841316,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_once_2025-04-25.npz,0.9252239343317419,0.07477606566825812
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_every_step,11,11,0.4709318876266479,1.809645980841316,0.0,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_every_step_2025-04-25.npz,0.9252239343317419,0.07477606566825812
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_baseline,5,5,0.5085240006446838,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_baseline_2025-04-25.npz,0.9066999582004225,0.09330004179957752
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,21,0.4772296249866485,,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-04-25.npz,0.9174950269338471,0.0825049730661529
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_baseline,50,21,0.4756306111812591,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_baseline_2025-04-25.npz,0.917528046939206,0.08247195306079402
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5069676637649536,1.0714285714285714,,,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_temp_baseline_2025-04-25.npz,0.9067197252154624,0.0932802747845376
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_post_calib,5,5,0.4809848666191101,1.5060724698042485,0.2448979591836734,1.0,llm_experiments_data/arrays/ftc_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_post_calib_2025-04-25.npz,0.9202552172681663,0.07974478273183372
