dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,aurac,aorac
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_unique_5_post_calib,5,5,0.5348957180976868,1.231686797167847,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz,0.8971040594498684,0.10289594055013163
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_post_calib,50,26,0.5072115659713745,1.0583090379008746,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_post_calib_2025-04-20.npz,0.9075844879901762,0.09241551200982379
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_once,12,12,0.5144015550613403,2.054843815077051,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_once_2025-04-20.npz,0.9055147161670197,0.09448528383298027
mteb/tweet_sentiment_extraction,0,convex_comb,greedy_50_calib_every_step,20,17,0.5087190270423889,1.5481549354435653,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_convex_comb_greedy_50_calib_every_step_2025-04-20.npz,0.9083316357230423,0.09166836427695768
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_baseline,5,5,0.5419113039970398,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_baseline_2025-04-20.npz,0.8960601575620758,0.1039398424379242
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,26,0.5077022314071655,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-04-20.npz,0.9074722143458596,0.09252778565414044
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_baseline,50,26,0.5073590278625488,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_baseline_2025-04-20.npz,0.907477333121785,0.09252266687821498
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5396257042884827,1.0714285714285714,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz,0.8959464758030029,0.1040535241969971
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_post_calib,5,5,0.5301840305328369,1.3603831736776342,0.7530195751770096,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz,0.8995688228385235,0.10043117716147654
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,26,0.5067362785339355,1.153219491878384,0.932944606413994,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-04-20.npz,0.9082747198304848,0.0917252801695152
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_once,24,20,0.5092896223068237,1.7804581424406498,1.799250312369846,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_once_2025-04-20.npz,0.906775366897037,0.09322463310296303
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_calib_every_step,20,18,0.5079548954963684,1.5060724698042485,1.639316951270304,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_calib_every_step_2025-04-20.npz,0.908279046088548,0.09172095391145196
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_baseline,5,5,0.5260146856307983,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_baseline_2025-04-20.npz,0.8992537957754018,0.10074620422459823
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_baseline,50,26,0.4963533878326416,,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_baseline_2025-04-20.npz,0.9102914083977743,0.08970859160222566
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_temp_baseline,50,26,0.4962351024150848,1.0163265306122449,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_temp_baseline_2025-04-20.npz,0.9102560134104606,0.08974398658953942
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_temp_baseline,5,5,0.524638831615448,1.126530612244898,,,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz,0.8991830489544508,0.10081695104554922
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_unique_5_post_calib,5,5,0.5222525596618652,1.286563931695127,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz,0.8999506956085849,0.10004930439141513
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_post_calib,50,26,0.4968961179256439,1.121932528113286,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_post_calib_2025-04-20.npz,0.9104584467637997,0.08954155323620028
mteb/tweet_sentiment_extraction,1,convex_comb,greedy_50_calib_once,19,17,0.5097183585166931,2.0716867971678465,0.0,1.0,llm_experiments_data/arrays/mteb_tweet_sentiment_extraction_1_convex_comb_greedy_50_calib_once_2025-04-20.npz,0.9084658472444826,0.09153415275551735
