dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,threshold,set_size,auc
imdb,0,convex_comb,greedy_unique_5_baseline,5,5,0.1272464990615844,,,,llm_experiments_data/arrays/imdb_0_convex_comb_greedy_unique_5_baseline_2025-04-20.npz,0.9610249264065008,1.23224,0.9878506976
imdb,0,convex_comb,greedy_50_baseline,50,21,0.1241413652896881,,,,llm_experiments_data/arrays/imdb_0_convex_comb_greedy_50_baseline_2025-04-20.npz,0.9610249264065008,1.18272,0.9885623743999999
imdb,0,convex_comb,greedy_50_temp_baseline,50,21,0.1240801736712455,1.0163265306122449,,,llm_experiments_data/arrays/imdb_0_convex_comb_greedy_50_temp_baseline_2025-04-20.npz,0.9579239491627013,1.17896,0.9885623616
imdb,0,convex_comb,greedy_unique_5_temp_baseline,5,5,0.1268142312765121,0.9612244897959183,,,llm_experiments_data/arrays/imdb_0_convex_comb_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9638973636691187,1.2228,0.9878506976
imdb,0,convex_comb,greedy_unique_5_post_calib,5,5,0.1267390698194503,0.8950270720533111,0.0,1.0,llm_experiments_data/arrays/imdb_0_convex_comb_greedy_unique_5_post_calib_2025-04-20.npz,0.9665581041966967,1.23296,0.9877239552000001
imdb,0,convex_comb,greedy_50_post_calib,50,21,0.1242452710866928,0.9651478550603916,0.0489795918367346,1.0,llm_experiments_data/arrays/imdb_0_convex_comb_greedy_50_post_calib_2025-04-20.npz,0.9579239491627013,1.1818,0.9884925280000001
imdb,0,convex_comb,greedy_50_calib_once,22,18,0.1237528547644615,1.6980924614743858,0.1039566847147022,1.0,llm_experiments_data/arrays/imdb_0_convex_comb_greedy_50_calib_once_2025-04-20.npz,0.9690227498992263,1.16112,0.9895286047999999
imdb,0,convex_comb,greedy_50_calib_every_step,13,13,0.1255404353141784,1.9057059558517289,0.1179508538109121,1.0,llm_experiments_data/arrays/imdb_0_convex_comb_greedy_50_calib_every_step_2025-04-20.npz,0.9753793916128501,1.1614,0.9903008544
imdb,0,pure_logits,greedy_unique_5_baseline,5,5,0.1272464990615844,,,,llm_experiments_data/arrays/imdb_0_pure_logits_greedy_unique_5_baseline_2025-04-20.npz,0.9610249264065008,1.23224,0.9878506976
imdb,0,pure_logits,greedy_50_baseline,50,21,0.1241413652896881,,,,llm_experiments_data/arrays/imdb_0_pure_logits_greedy_50_baseline_2025-04-20.npz,0.9610249264065008,1.18272,0.9885623743999999
imdb,0,pure_logits,greedy_50_temp_baseline,50,21,0.1240801736712455,1.0163265306122449,,,llm_experiments_data/arrays/imdb_0_pure_logits_greedy_50_temp_baseline_2025-04-20.npz,0.9579239491627013,1.17896,0.9885623616
imdb,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1268142312765121,0.9612244897959183,,,llm_experiments_data/arrays/imdb_0_pure_logits_greedy_unique_5_temp_baseline_2025-04-20.npz,0.9638973636691187,1.2228,0.9878506976
imdb,0,pure_logits,greedy_unique_5_post_calib,5,5,0.1263979226350784,1.0701541024573094,0.9062890462307372,1.0,llm_experiments_data/arrays/imdb_0_pure_logits_greedy_unique_5_post_calib_2025-04-20.npz,0.9690227498992263,1.22192,0.988357104
imdb,0,pure_logits,greedy_50_post_calib,50,21,0.1241735741496086,0.9886880466472304,0.9995835068721366,1.0,llm_experiments_data/arrays/imdb_0_pure_logits_greedy_50_post_calib_2025-04-20.npz,0.9610249264065008,1.18204,0.988554496
