dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,path,threshold,set_size,auc,aurac,aorac
stanfordnlp/sst2,3,convex_comb,greedy_unique_5_post_calib,5,5,0.1452985852956771,1.3634319033735944,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_3_convex_comb_greedy_unique_5_post_calib_2025-04-24.npz,0.9690227498992263,1.2488864142538976,0.9854107303924469,0.9795741473641986,0.020425852635801434
stanfordnlp/sst2,3,convex_comb,greedy_50_post_calib,50,22,0.131754383444786,1.2114952103290295,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_3_convex_comb_greedy_50_post_calib_2025-04-24.npz,0.947060595353925,1.1946919079435783,0.9875579929443805,0.9819095927963043,0.018090407203695702
stanfordnlp/sst2,3,convex_comb,greedy_50_calib_once,7,7,0.1377948224544525,2.12701374427322,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_3_convex_comb_greedy_50_calib_once_2025-04-24.npz,0.9734204999598582,1.20007423904974,0.9880421700383428,0.9824989420847126,0.017501057915287443
stanfordnlp/sst2,3,convex_comb,greedy_50_calib_every_step,10,10,0.13555608689785,1.8747188671386923,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_3_convex_comb_greedy_50_calib_every_step_2025-04-24.npz,0.9690227498992263,1.200909428359317,0.9877098489623781,0.9821750768577588,0.017824923142241156
stanfordnlp/sst2,3,pure_logits,greedy_unique_5_baseline,5,5,0.1540718078613281,,,,llm_experiments_data/arrays/stanfordnlp_sst2_3_pure_logits_greedy_unique_5_baseline_2025-04-24.npz,0.9876386320173118,1.2487936154417223,0.9850722104009445,0.9790862219196111,0.020913778080388856
stanfordnlp/sst2,3,pure_logits,greedy_50_baseline,50,22,0.1327857226133346,,,,llm_experiments_data/arrays/stanfordnlp_sst2_3_pure_logits_greedy_50_baseline_2025-04-24.npz,0.9509621946209896,1.1935783221974758,0.9873031060745889,0.9817174313473856,0.01828256865261435
stanfordnlp/sst2,3,pure_logits,greedy_50_temp_baseline,50,22,0.1326279044151306,1.0163265306122449,,,llm_experiments_data/arrays/stanfordnlp_sst2_3_pure_logits_greedy_50_temp_baseline_2025-04-24.npz,0.9509621946209896,1.1981254639940608,0.987303106074589,0.9817174313473856,0.01828256865261435
stanfordnlp/sst2,3,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1486962437629699,1.1816326530612244,,,llm_experiments_data/arrays/stanfordnlp_sst2_3_pure_logits_greedy_unique_5_temp_baseline_2025-04-24.npz,0.9771939142407526,1.2544543429844097,0.9850722626389967,0.9790891862879042,0.0209108137120958
stanfordnlp/sst2,3,pure_logits,greedy_unique_5_post_calib,5,5,0.140080526471138,1.6843981674302375,0.2448979591836734,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_3_pure_logits_greedy_unique_5_post_calib_2025-04-24.npz,0.9690227498992263,1.212323682256867,0.9871164943391364,0.9814214657626377,0.018578534237362332
stanfordnlp/sst2,3,pure_logits,greedy_50_post_calib,50,22,0.1313766837120056,1.4868804664723034,0.7863390254060808,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_3_pure_logits_greedy_50_post_calib_2025-04-24.npz,0.9509621946209896,1.1879175946547884,0.9879998223906222,0.9823865702678166,0.017613429732183383
stanfordnlp/sst2,3,pure_logits,greedy_50_calib_once,6,6,0.1341247707605362,1.9057059558517289,4.398167430237401,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_3_pure_logits_greedy_50_calib_once_2025-04-24.npz,0.9579239491627013,1.1882887899034893,0.9874154352996897,0.9816789606398929,0.018321039360107094
stanfordnlp/sst2,3,pure_logits,greedy_50_calib_every_step,8,8,0.135995864868164,1.8353352769679303,3.278633902540608,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_3_pure_logits_greedy_50_calib_every_step_2025-04-24.npz,0.9579239491627013,1.2048069784706756,0.9875266849383764,0.9821288716441928,0.017871128355807175
stanfordnlp/sst2,4,convex_comb,greedy_unique_5_baseline,5,5,0.1454085558652877,,,,llm_experiments_data/arrays/stanfordnlp_sst2_4_convex_comb_greedy_unique_5_baseline_2025-04-24.npz,0.9788747077456621,1.2204899777282852,0.9865553129589325,0.9805678539197138,0.019432146080286206
stanfordnlp/sst2,4,convex_comb,greedy_50_baseline,50,25,0.1255085915327072,,,,llm_experiments_data/arrays/stanfordnlp_sst2_4_convex_comb_greedy_50_baseline_2025-04-24.npz,0.9280930013497567,1.1701002227171493,0.9893303485588644,0.9831426948177576,0.016857305182242377
stanfordnlp/sst2,4,convex_comb,greedy_50_temp_baseline,50,25,0.1256994158029556,1.0163265306122449,,,llm_experiments_data/arrays/stanfordnlp_sst2_4_convex_comb_greedy_50_temp_baseline_2025-04-24.npz,0.9280930013497567,1.1743689680772087,0.989330365975661,0.9831426948177576,0.016857305182242377
stanfordnlp/sst2,4,convex_comb,greedy_unique_5_temp_baseline,5,5,0.1435240507125854,1.236734693877551,,,llm_experiments_data/arrays/stanfordnlp_sst2_4_convex_comb_greedy_unique_5_temp_baseline_2025-04-24.npz,0.9579239491627013,1.2229955456570156,0.9865553303757288,0.9805678539197138,0.019432146080286206
stanfordnlp/sst2,4,convex_comb,greedy_unique_5_post_calib,5,5,0.1415538489818573,1.3414410662224074,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_4_convex_comb_greedy_unique_5_post_calib_2025-04-24.npz,0.954576248590888,1.2193763919821827,0.9867932438156438,0.9807836595992199,0.01921634040078013
stanfordnlp/sst2,4,convex_comb,greedy_50_post_calib,50,25,0.1257508695125579,1.1961016243231986,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_4_convex_comb_greedy_50_post_calib_2025-04-24.npz,0.9223718584262055,1.1667594654788418,0.9895046906916279,0.9833149659779322,0.01668503402206778
stanfordnlp/sst2,4,convex_comb,greedy_50_calib_once,8,8,0.1297607421875,2.274352353186172,0.0,1.0,llm_experiments_data/arrays/stanfordnlp_sst2_4_convex_comb_greedy_50_calib_once_2025-04-24.npz,0.9610249264065008,1.1644394951744617,0.9896988531387855,0.9831328214146579,0.016867178585342146
