dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path,threshold,set_size,auc,aurac,aorac
imdb,4,pure_logits,greedy_50_post_calib,50,14,0.1013088077306747,1.4192086630570595,0.6097459391920034,1.0,0.1000404357910156,11.236779928207396,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.9579239491627013,1.10228,0.9926363928459666,0.9852987490617404,0.01470125093825958
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_baseline,5,5,0.5085240006446838,,,,4.590924739837647,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_baseline_2025-09-23.npz,0.9804316278758956,2.413978494623656,0.9290633270075307,0.9066999582004225,0.09330004179957752
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,21,0.4772296249866485,,,,4.590924739837647,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-09-23.npz,0.9690227498992263,2.1723259762309,0.9368018379395576,0.9174950269338471,0.0825049730661529
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_pool_then_calibrate,50,21,0.4756306111812591,1.0714285714285714,,,4.590924739837647,0.0089921951293945,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.9610249264065008,2.1661007357102435,0.9368225785097898,0.917528046939206,0.08247195306079402
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.5069676637649536,1.0714285714285714,,,4.590924739837647,0.0090553760528564,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.9753793916128501,2.4193548387096775,0.9290695234186525,0.9067197252154624,0.0932802747845376
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_calibrate_then_pool,50,21,0.4708002209663391,1.6423157017909205,0.0,1.0,4.590924739837647,8.206713676452637,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.9428485727976632,2.020656479909451,0.9415639636146627,0.9262935464289581,0.07370645357104189
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4807940423488617,1.53076218242399,0.0,1.0,4.590924739837647,1.6397099494934082,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.9579239491627013,2.214204867006225,0.9379113993176187,0.9208516651220418,0.07914833487795825
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_post_calib,5,5,0.4809848666191101,1.5060724698042485,0.2448979591836734,1.0,4.590924739837647,3.2320878505706787,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.9610249264065008,2.257215619694397,0.9375954362587753,0.9202552172681663,0.07974478273183372
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,21,0.4686969518661499,1.4393002915451896,0.6547271970012495,1.0,4.590924739837647,24.458659410476685,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.9509621946209896,2.0512167515563102,0.9404750961557914,0.9238375424651475,0.07616245753485251
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_baseline,5,5,0.5095067620277405,,,,0.0948724746704101,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_baseline_2025-09-23.npz,0.9855933637950631,2.2736276174306735,0.934845249918851,0.9096469903512447,0.09035300964875526
